true,highpass,lowpass,high_low,low_high
0.36090087890625,0.36090087890625,0.0,0.3573276028774752,0.0
0.36090087890625,0.35736298184805715,0.0,0.35382473450302687,-0.002948247548494043
1.86749267578125,0.3688115458028113,1.2559845386539157,0.37759543682113905,-0.20224715943710264
1.86749267578125,0.3923468946326253,1.0803616421177802,0.3991589218354486,-0.3289867825257039
1.84368896484375,0.4134611994889961,0.9352960730711842,0.4186278814056515,-0.41244307690297466
1.84368896484375,0.4327373970832564,0.8481539070431493,0.43685043183533456,-0.4689980505977868
1.1033935546875,0.443449868695257,0.1680484225053806,0.440723121703278,-0.40991271957238534
1.1033935546875,0.4472842150991614,0.2083591386832148,0.44491862028316187,-0.37312516742093654
1.05120849609375,0.45092149034069245,0.19233259464471003,0.4483612042446926,-0.3399620092569563
1.05120849609375,0.45432998931250507,0.2169374970800844,0.4519795685973326,-0.31661750808430045
1.12115478515625,0.45860506579098526,0.29183940646620377,0.45695392064915574,-0.3089252607492175
1.12115478515625,0.4635301668323943,0.2946870488467061,0.46185845279293203,-0.30244797456429134
0.9884033203125,0.46707176831292774,0.1853543157631786,0.4642824866045144,-0.2799810301969947
0.9884033203125,0.46947180178974196,0.2011254348354813,0.4668149070674225,-0.2648384030727306
0.8946533203125,0.47105093096093814,0.13361926287502282,0.4677100233561271,-0.24165260539711586
0.8946533203125,0.4719371847121308,0.15162481996203833,0.4687657751601497,-0.22590942969860908
1.16510009765625,0.47566017439278435,0.38937790270459177,0.4748058944750794,-0.25005168379906156
1.16510009765625,0.48164049054618013,0.3661568662203367,0.48049708832513216,-0.2644189507414443
1.16510009765625,0.48727533594227196,0.34920054697385466,0.4859082588237728,-0.2738535122834362
1.16510009765625,0.4926329304953815,0.33664270785878486,0.4910884728455142,-0.2798537160850697
1.16510009765625,0.4977618552693829,0.32717787589649905,0.4960729049785622,-0.28346697207530674
0.76336669921875,0.4987193781888611,-0.014885106771616355,0.4936341852684603,-0.23294368983458774
0.76336669921875,0.4963048042184632,0.026419692662750932,0.49165247638127796,-0.20053516861461324
0.76373291015625,0.4943463420622183,0.055744114435977946,0.49000374574908717,-0.17803537804837816
0.76373291015625,0.49271393549569276,0.07612599170471135,0.48858930238885134,-0.1624108191298716
0.80072021484375,0.4916797074626622,0.12132955018182133,0.4880128742222578,-0.15642579766605538
0.80072021484375,0.4911089865056389,0.12717892476252704,0.4875057185675883,-0.15202691964632004
0.27374267578125,0.48538925279742656,-0.3078276919755908,0.47753561968086206,-0.08015092913284519
0.27374267578125,0.4755178677610639,-0.24316458845751815,0.4684021998777116,-0.034491163731420194
0.27374267578125,0.4664748778569546,-0.19688862975936178,0.45990692233600095,-0.0034636897363810037
0.27374267578125,0.45806371197407275,-0.16349657651007132,0.4519096497118535,0.017353716402292857
-0.18878173828125,0.4455661706228129,-0.524576444877525,0.43596079819211647,0.09147622002211495
-0.18878173828125,0.42977522852406336,-0.45239307406828994,0.4210408888944361,0.1384699106141862
-0.02288818359375,0.41664555154306787,-0.2618279179196893,0.4099279924394762,0.14808818101427382
-0.02288818359375,0.40564268376587986,-0.24287129510212002,0.3992217532820383,0.15471631021459153
-0.02471923828125,0.39502431772200575,-0.2297046765271153,0.38883888213538076,0.1583657328967837
-0.02471923828125,0.3847442472797706,-0.21781485258872674,0.37877831559790426,0.1597071941435782
-0.02471923828125,0.37478329031197205,-0.20813024284786866,0.3690118691915776,0.1594769047877945
-0.02471923828125,0.36511354139481694,-0.20002135317118963,0.3595181463991139,0.15817618875406445
0.02508544921875,0.3562069315755459,-0.15154325285166875,0.3511797020267616,0.14964852458760597
0.02508544921875,0.3479510460583654,-0.15122746480765828,0.3430086845646424,0.1430317766932976
0.18292236328125,0.3414236714826286,-0.018330755069848187,0.33786174646725753,0.11680879427627532
0.18292236328125,0.3363276931683862,-0.034743761604252715,0.3326537183686571,0.0988846402357362
0.2940673828125,0.33227167544235847,0.04718694156654167,0.32944905431487514,0.07115936183033347
0.2940673828125,0.3290987407356437,0.02746255766706248,0.32611224387357857,0.05207826299183848
0.2940673828125,0.32579496802148866,0.014205754223912312,0.32270992630072054,0.0382777828607508
0.2940673828125,0.32242633676123317,0.005458498043135104,0.31928804132838073,0.028181209993223544
0.2940673828125,0.31903833183812447,-0.00014811996292468654,0.31587806993910417,0.02068569088558315
0.2940673828125,0.31566212254181103,-0.0035710484500344384,0.3125013980765452,0.015019742732730509
0.84649658203125,0.31778847910579966,0.45487850185180795,0.3191458060636809,-0.061524667561368616
0.84649658203125,0.324367100875241,0.3893195294700681,0.32501019422766503,-0.11067495973828409
1.10723876953125,0.33275503160690845,0.5601639240981041,0.3350066047998906,-0.17859984485519786
1.10723876953125,0.34265246781703274,0.4965699108909531,0.34417640289697254,-0.2233469923527202
1.215087890625,0.35279928891408174,0.5409070253793725,0.35466174175037174,-0.2678179802762881
1.215087890625,0.3631808125313086,0.49539218452885847,0.36448983601643287,-0.29709574463736077
