"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.744253775E1,-4.349812269E-1,-1.365261078E-1,2.674169540E-1,5.285450531E-1
2.744760530E1,-6.575098038E-1,-1.550621986E-1,3.075351715E-1,7.422542079E-1
2.745267348E1,-7.868202925E-1,-2.217245102E-1,3.359670639E-1,8.838109521E-1
2.745773728E1,-9.134285450E-1,-1.857995987E-1,3.430585861E-1,9.932584715E-1
2.746280385E1,-1.042411208E0,-1.811523438E-1,3.574857712E-1,1.116796031E0
2.746787103E1,-1.061666131E0,-2.150139809E-1,3.147888184E-1,1.128032795E0
2.747293655E1,-1.074520588E0,-2.776613235E-1,3.179397583E-1,1.154459178E0
2.747800218E1,-1.037782192E0,-2.927012444E-1,2.712593079E-1,1.111866678E0
2.748306286E1,-1.011363864E0,-3.413867950E-1,2.034397125E-1,1.086641397E0
2.748814869E1,-9.901633263E-1,-3.205513954E-1,6.881999969E-2,1.043030585E0
2.749318411E1,-1.024676204E0,-3.327412605E-1,1.802730560E-2,1.077498516E0
2.749828614E1,-9.900313616E-1,-3.636007309E-1,1.737880707E-2,1.054831556E0
2.750335280E1,-9.677277803E-1,-3.749356270E-1,-1.923751831E-2,1.037999934E0
2.750838358E1,-9.820166826E-1,-3.832406998E-1,-4.401016235E-2,1.055067341E0
2.751344869E1,-9.944334030E-1,-3.336315155E-1,7.687568665E-3,1.048936070E0
2.751855286E1,-1.050191760E0,-2.719192505E-1,1.047601700E-1,1.089870407E0
2.752358124E1,-1.048943162E0,-2.264900208E-1,1.752166748E-1,1.087327168E0
2.752864687E1,-1.031200647E0,-1.546945572E-1,2.671422958E-1,1.076415434E0
2.753371405E1,-9.992504120E-1,-1.360206604E-1,3.688220978E-1,1.073793623E0
2.753877577E1,-1.017510056E0,-9.602403641E-2,4.776735306E-1,1.128148630E0
2.754384916E1,-9.850395918E-1,-5.401563644E-2,4.573068619E-1,1.087359302E0
2.754895030E1,-9.616799355E-1,-1.481723785E-2,4.729833603E-1,1.071802737E0
2.755398463E1,-9.378577471E-1,-5.710172653E-2,4.527177811E-1,1.042972267E0
2.755904812E1,-9.874588847E-1,-6.621456146E-2,4.899721146E-1,1.104324269E0
2.756413202E1,-1.007494450E0,-6.816673279E-2,3.691349030E-1,1.075152243E0
2.756919374E1,-9.385458231E-1,-1.964712143E-2,2.554197311E-1,9.728789804E-1
2.757424426E1,-9.170105457E-1,1.931142807E-2,1.776037216E-1,9.342506913E-1
2.757930989E1,-8.902409077E-1,4.637002945E-2,1.452007294E-1,9.031956073E-1
2.758437708E1,-9.111993313E-1,2.089881897E-2,9.600925446E-2,9.164817286E-1
2.758946364E1,-9.103691578E-1,1.229715347E-2,-3.214073181E-2,9.110193467E-1
2.759453056E1,-9.074036479E-1,-1.764392853E-2,-1.194705963E-1,9.154047803E-1
2.759958447E1,-8.814690113E-1,-8.946418762E-3,-1.731371880E-1,8.983563559E-1
2.760465609E1,-7.778291702E-1,4.555845261E-2,-3.295254707E-1,8.459792116E-1
2.760973426E1,-6.825795174E-1,9.330797195E-2,-4.642157555E-1,8.307330755E-1
2.761478520E1,-6.626816988E-1,1.180090904E-1,-5.559949875E-1,8.730427283E-1
2.761985468E1,-6.030309200E-1,1.649746895E-1,-5.139403343E-1,8.093192237E-1
2.762492499E1,-5.563100576E-1,1.841907501E-1,-4.651889801E-1,7.482031140E-1
2.763001119E1,-5.081367493E-1,2.519383430E-1,-2.971091270E-1,6.402731589E-1
2.763505384E1,-5.301090479E-1,3.105554581E-1,-3.370475769E-2,6.153018006E-1
2.764011603E1,-5.808528662E-1,2.997856140E-1,2.484960556E-1,6.992937553E-1
2.764518312E1,-5.952595472E-1,3.485460281E-1,3.677663803E-1,7.817099032E-1
2.765026958E1,-6.116209030E-1,3.226609230E-1,4.009447098E-1,7.993415168E-1
2.765531510E1,-6.180524826E-1,3.226561546E-1,4.247493744E-1,8.163993486E-1
2.766038093E1,-6.909810305E-1,3.365983963E-1,4.367332458E-1,8.840187741E-1
2.766545030E1,-7.228096724E-1,3.477754593E-1,4.249477386E-1,9.077346381E-1
2.767050421E1,-7.661703825E-1,3.250479698E-1,4.014015198E-1,9.240110485E-1
2.767560343E1,-8.449129462E-1,2.373905182E-1,3.277988434E-1,9.368480275E-1
2.768066806E1,-9.374071956E-1,1.951947212E-1,2.734088898E-1,9.957839377E-1
2.768573390E1,-1.065165758E0,1.219515800E-1,9.458827972E-2,1.076288634E0
2.769080088E1,-1.144880533E0,9.222745895E-2,-1.484584808E-2,1.148685222E0
2.769586520E1,-1.203068018E0,4.396867752E-2,-8.618783951E-2,1.206952461E0
2.770093155E1,-1.244705439E0,2.761411667E-2,-1.123900414E-1,1.250074274E0
2.770599749E1,-1.217289090E0,1.431894302E-2,-1.221370697E-1,1.223484869E0
2.771102687E1,-1.195097923E0,4.232406616E-2,-1.202077866E-1,1.201873656E0
2.771609306E1,-1.182857990E0,1.139397621E-1,-5.397653580E-2,1.189558221E0
2.772116093E1,-1.184760928E0,1.406583786E-1,1.002340317E-1,1.197284468E0
2.772622603E1,-1.191143513E0,1.485972404E-1,2.371978760E-1,1.223587692E0
2.773130286E1,-1.187232494E0,1.256523132E-1,3.808860779E-1,1.253149514E0
2.773636140E1,-1.168285489E0,1.027445793E-1,4.788074493E-1,1.266769121E0
2.774143431E1,-1.174985409E0,8.939695358E-2,4.592781067E-1,1.264720880E0
2.774650437E1,-1.154889345E0,7.100439072E-2,3.800687790E-1,1.217892976E0
2.775156244E1,-1.129727602E0,6.215095520E-2,3.105239868E-1,1.173274197E0
2.775662260E1,-1.073114872E0,5.347681046E-2,2.576513290E-1,1.104907012E0
2.776168822E1,-1.062017441E0,3.767871857E-2,2.167968750E-1,1.084574394E0
2.776675411E1,-9.817531705E-1,1.727390289E-2,2.333707809E-1,1.009256953E0
2.777182525E1,-8.830289841E-1,3.282976151E-2,2.859115601E-1,9.287429139E-1
2.777689796E1,-7.873531580E-1,2.188062668E-2,4.223546982E-1,8.937489851E-1
2.778196541E1,-7.422547936E-1,4.881143570E-2,4.489040375E-1,8.688150377E-1
2.778703124E1,-6.757281423E-1,7.528448105E-2,4.781208038E-1,8.311893758E-1
2.779209958E1,-6.619861722E-1,8.431577682E-2,4.623117447E-1,8.118294105E-1
2.779716484E1,-7.103265524E-1,5.931520462E-2,4.085855484E-1,8.215985972E-1
2.780223150E1,-7.776674032E-1,2.660369873E-2,4.199066162E-1,8.841922377E-1
2.780729676E1,-7.710415125E-1,5.311346054E-2,2.498760223E-1,8.122586289E-1
2.781236494E1,-7.696986794E-1,5.020141602E-3,4.454994202E-2,7.710032142E-1
2.781745640E1,-8.714550138E-1,2.143764496E-2,-6.705284119E-2,8.742937133E-1
2.782249577E1,-1.009334564E0,2.622509003E-2,-1.714906693E-1,1.024135278E0
2.782757275E1,-1.005980372E0,-4.055786133E-2,-1.849875450E-1,1.023651230E0
2.783263062E1,-1.005435944E0,-7.057762146E-2,-1.947860718E-1,1.026559424E0
2.783769593E1,-1.066785574E0,-1.000657082E-1,-2.046461105E-1,1.090836668E0
2.784276213E1,-1.127635717E0,-8.135557175E-2,-1.766858101E-1,1.144289699E0
2.784781572E1,-1.168627501E0,-4.584503174E-2,-6.844472885E-2,1.171527500E0
2.785287817E1,-1.161113262E0,-7.458734512E-2,-1.594829559E-2,1.163615756E0
2.785798129E1,-1.150295138E0,-6.472873688E-2,4.286479950E-2,1.152912011E0
2.786305161E1,-1.217508435E0,-1.236538887E-1,5.350637436E-2,1.224940817E0
2.786808338E1,-1.248452902E0,-1.488356590E-1,2.370023727E-2,1.257516760E0
2.787315343E1,-1.205239296E0,-1.738824844E-1,-5.814075470E-3,1.217731778E0
2.787824510E1,-1.114625335E0,-1.605024338E-1,-5.898427963E-2,1.127665648E0
2.788331155E1,-1.031506538E0,-6.388711929E-2,-1.665105820E-1,1.046810908E0
2.788837848E1,-9.581635594E-1,-1.996183395E-2,-2.354164124E-1,9.868620819E-1
2.789344463E1,-9.443466663E-1,-2.350568771E-2,-1.971597672E-1,9.649948794E-1
2.789851489E1,-9.562910795E-1,-2.644491196E-2,-1.430177689E-1,9.672879842E-1
2.790357593E1,-9.224234223E-1,-1.725721359E-2,-9.427309036E-2,9.273889136E-1
2.790860666E1,-9.882253408E-1,-5.332469940E-2,-3.166389465E-2,9.901694047E-1
2.791367124E1,-1.072272897E0,-6.776428223E-2,-3.604173660E-2,1.075016358E0
2.791873952E1,-1.115029335E0,-6.067848206E-2,-8.551740646E-2,1.119948893E0
2.792380437E1,-1.157539845E0,-2.280092239E-2,-1.344995499E-1,1.165550729E0
2.792887020E1,-1.230890632E0,-6.611299515E-2,-1.567854881E-1,1.242595817E0
2.793393999E1,-1.263556123E0,-8.534383774E-2,-2.215375900E-1,1.285665800E0
2.793900749E1,-1.213192701E0,-8.301877975E-2,-3.094267845E-1,1.254780293E0
2.794407885E1,-1.135055661E0,-2.832651138E-2,-4.227213860E-1,1.211547405E0
2.794915536E1,-1.046027303E0,4.051303864E-2,-5.779943466E-1,1.195780870E0
2.795420421E1,-1.008127809E0,8.795738220E-2,-7.085108757E-1,1.235332279E0
2.795928484E1,-1.013415575E0,1.237397194E-1,-7.314147949E-1,1.255902165E0
2.796434999E1,-1.061676741E0,1.243472099E-1,-7.284579277E-1,1.293549644E0
2.796943374E1,-1.081409216E0,8.282804489E-2,-6.760101318E-1,1.278004724E0
2.797447900E1,-1.125286698E0,3.024196625E-2,-6.527404785E-1,1.301251268E0
2.797954567E1,-1.157386065E0,1.170015335E-2,-6.583385468E-1,1.331573895E0
2.798461275E1,-1.144598246E0,4.843235016E-2,-7.069067955E-1,1.346167914E0
2.798969103E1,-1.108656645E0,8.767271042E-2,-6.887874603E-1,1.308141516E0
2.799474374E1,-1.040460944E0,1.104564667E-1,-7.280941010E-1,1.274708056E0
2.799981213E1,-9.235171676E-1,9.329843521E-2,-6.985492706E-1,1.161705488E0
2.800487614E1,-7.889924645E-1,1.004843712E-1,-6.766295433E-1,1.044238362E0
2.800995833E1,-6.746909618E-1,1.579775810E-1,-6.599535942E-1,9.569240077E-1
2.801500864E1,-5.282148123E-1,2.557654381E-1,-6.389098167E-1,8.675440053E-1
2.802008072E1,-4.017047882E-1,3.460955620E-1,-6.183834076E-1,8.145838899E-1
2.802515989E1,-3.660252690E-1,3.671603203E-1,-6.030669212E-1,7.952803970E-1
2.803023051E1,-3.920371532E-1,3.716559410E-1,-5.476713181E-1,7.692627254E-1
2.803529510E1,-4.528939128E-1,3.762216568E-1,-4.619565010E-1,7.483711914E-1
2.804036098E1,-5.652059317E-1,3.641242981E-1,-4.339761734E-1,8.002371953E-1
2.804542666E1,-7.478820086E-1,3.281021118E-1,-3.775129318E-1,8.997191274E-1
2.805049385E1,-8.365204930E-1,2.681083679E-1,-3.710198402E-1,9.535745142E-1
2.805555947E1,-9.009922743E-1,2.106204033E-1,-4.474258423E-1,1.027783011E0
2.806062536E1,-9.702451229E-1,1.412887573E-1,-5.822196007E-1,1.140314770E0
2.806569072E1,-1.008549929E0,1.532707214E-1,-7.965846062E-1,1.294299775E0
2.807075681E1,-1.042394638E0,1.417050362E-1,-9.356784821E-1,1.407892439E0
2.807582301E1,-1.067209005E0,1.141686440E-1,-9.812936783E-1,1.454271922E0
2.808089176E1,-1.011756420E0,9.238290787E-2,-1.103022099E0,1.499614419E0
2.808596728E1,-1.007440448E0,5.241870880E-2,-1.155232906E0,1.533703702E0
2.809102635E1,-1.018197298E0,1.611709595E-2,-1.186232090E0,1.563372019E0
2.809605968E1,-1.039093256E0,8.560752869E-2,-1.013291836E0,1.453892633E0
2.810112088E1,-9.538974762E-1,6.972503662E-2,-1.070281029E0,1.435368753E0
2.810621989E1,-7.210463881E-1,8.351755142E-2,-9.730210304E-1,1.213941103E0
2.811125374E1,-6.097353697E-1,2.428841591E-1,-7.416486740E-1,9.903598798E-1
2.811635426E1,-5.309052467E-1,3.232412338E-1,-6.219201088E-1,8.792780550E-1
2.812138265E1,-4.082100987E-1,3.292284012E-1,-4.389662743E-1,6.838992724E-1
2.812644853E1,-3.463616669E-1,3.092570305E-1,-2.433991432E-1,5.242608684E-1
2.813154306E1,-3.230800629E-1,3.746676445E-1,-5.873775482E-2,4.982034672E-1
2.813659384E1,-2.832107842E-1,3.606410027E-1,-2.017498016E-2,4.589959814E-1
2.814165864E1,-1.863774061E-1,3.348164558E-1,-7.692670822E-2,3.908405238E-1
2.814672801E1,-1.114137173E-1,3.732752800E-1,-4.763698578E-2,3.924496572E-1
2.815180176E1,-1.195898652E-1,4.207973480E-1,3.136062622E-2,4.385836669E-1
2.815688093E1,-1.601983756E-1,4.368047714E-1,5.282735825E-2,4.682442286E-1
2.816192708E1,-1.383383572E-1,2.885317802E-1,-5.400943756E-2,3.245074862E-1
2.816699333E1,-1.851135939E-1,2.411861420E-1,1.588487625E-2,3.044505330E-1
2.817205822E1,-2.594887614E-1,2.796349525E-1,6.875038147E-3,3.815460525E-1
2.817712624E1,-2.497218400E-1,2.083396912E-1,-1.231126785E-1,3.477400695E-1
2.818219260E1,-1.926728636E-1,1.069760323E-1,-2.925257683E-1,3.662485890E-1
2.818725749E1,-1.908692718E-1,8.049011230E-2,-3.063549995E-1,3.698149846E-1
2.819232369E1,-1.465643644E-1,1.163449287E-1,-3.772892952E-1,4.211466106E-1
2.819738963E1,-1.054317355E-1,8.824491501E-2,-3.695249557E-1,3.942736471E-1
2.820245634E1,-1.435186863E-1,1.271624565E-1,-3.215789795E-1,3.744074568E-1
2.820751978E1,-2.057689130E-1,6.632947922E-2,-3.074684143E-1,3.758686887E-1
2.821257687E1,-2.419918031E-1,7.061767578E-2,-1.630849838E-1,3.002392393E-1
2.821767582E1,-2.189769745E-1,1.084651947E-1,-7.947111130E-2,2.569655061E-1
2.822270708E1,-2.203908265E-1,1.221089363E-1,3.208303452E-2,2.539921846E-1
2.822782973E1,-1.698855758E-1,1.356692314E-1,7.322311401E-3,2.175335961E-1
2.823283676E1,-7.963849604E-2,1.083931923E-1,2.340459824E-2,1.365252702E-1
2.823793989E1,-4.475972056E-2,1.242656708E-1,4.877281189E-2,1.407983547E-1
2.824301775E1,-1.245993376E-2,1.353063583E-1,3.115940094E-2,1.394057704E-1
2.824807713E1,8.873081207E-2,1.178975105E-1,2.786350250E-2,1.501644258E-1
2.825311853E1,2.225467563E-1,1.149497032E-1,-1.818656921E-2,2.511398899E-1
2.825817114E1,3.079240024E-1,1.144862175E-1,-8.051919937E-2,3.382419648E-1
2.826323468E1,3.738828897E-1,1.404938698E-1,-1.425304413E-1,4.240776690E-1
2.826830103E1,4.159056544E-1,1.832699776E-1,-1.662321091E-1,4.839406081E-1
2.827336645E1,4.316756725E-1,2.022428513E-1,-1.590328217E-1,5.025310891E-1
2.827843208E1,4.546853900E-1,1.857819557E-1,-1.687288284E-1,5.193487812E-1
2.828349744E1,4.468988478E-1,1.412687302E-1,-1.690239906E-1,4.982414512E-1
2.828856874E1,4.106206894E-1,1.445846558E-1,-1.098623276E-1,4.489808507E-1
2.829362994E1,4.173583388E-1,1.597037315E-1,-1.081442833E-1,4.597699978E-1
2.829869661E1,4.736825526E-1,1.224761009E-1,-6.841659546E-2,4.940206336E-1
2.830376275E1,5.531294346E-1,5.685472488E-2,-1.143798828E-1,5.676859948E-1
2.830882843E1,6.059406996E-1,6.051921844E-2,-1.645956039E-1,6.308077520E-1
2.831391843E1,6.487857103E-1,1.047172546E-1,-2.311005592E-1,6.966319472E-1
2.831897280E1,6.962155104E-1,1.745977402E-1,-2.684741020E-1,7.663411454E-1
2.832404155E1,7.835510373E-1,1.490583420E-1,-2.391028404E-1,8.326708748E-1
2.832909431E1,7.727723122E-1,1.570439339E-1,-2.361125946E-1,8.231579441E-1
2.833417312E1,7.860884070E-1,1.650485992E-1,-2.474365234E-1,8.404765654E-1
2.833923994E1,8.181672096E-1,1.370739937E-1,-1.658163071E-1,8.459798522E-1
2.834430530E1,8.638671637E-1,9.953546524E-2,-2.414398193E-1,9.024782389E-1
2.834938655E1,8.540863395E-1,-1.779103279E-1,-2.520699501E-1,9.081050709E-1
2.835442911E1,7.322193980E-1,-5.154914856E-1,-4.213099480E-1,9.896356859E-1
2.835950374E1,4.745185673E-1,-6.920576096E-2,-7.241430283E-1,8.685277390E-1
2.836457228E1,7.056660652E-1,1.380138397E-1,-8.293991089E-1,1.097686338E0
2.836963999E1,1.144064784E0,8.699321747E-2,-9.146561623E-1,1.467326802E0
2.837470546E1,1.064710736E0,7.914447784E-2,-1.053747177E0,1.500085302E0
2.837977129E1,9.141476750E-1,6.899833679E-4,-1.151578426E0,1.470305859E0
2.838483801E1,8.592724204E-1,-9.401321411E-3,-1.080561161E0,1.380597660E0
2.838989478E1,9.617049694E-1,3.237247467E-3,-1.098733425E0,1.460171931E0
2.839498926E1,1.073462486E0,2.441835403E-2,-1.063000202E0,1.510922697E0
2.840005494E1,1.090452194E0,2.783679962E-2,-9.951586723E-1,1.476550595E0
2.840512213E1,1.044600725E0,3.727865219E-2,-9.476804733E-1,1.410914119E0
2.841018744E1,1.033881664E0,6.719398499E-2,-8.837580681E-1,1.361783628E0
2.841525359E1,9.983595610E-1,1.796612740E-1,-7.297487259E-1,1.249613216E0
2.842032051E1,9.483842850E-1,4.274206161E-1,-8.687272072E-1,1.355288934E0
2.842538640E1,1.051673055E0,4.948930740E-1,-9.919219017E-1,1.528019773E0
2.843045359E1,1.128428698E0,3.084869385E-1,-7.956662178E-1,1.414779222E0
2.843551879E1,1.195538044E0,1.599402428E-1,-6.604852676E-1,1.375184673E0
2.844058478E1,1.357948542E0,-1.067390442E-1,-4.328918457E-1,1.429270029E0
2.844561348E1,1.343262076E0,-2.842936516E-1,-3.038415909E-1,1.406234546E0
2.845069025E1,1.095220089E0,-2.986936569E-1,-4.142446518E-1,1.208438486E0
2.845575202E1,8.278653026E-1,-4.164633751E-1,-1.962652206E-1,9.472712066E-1
2.846082359E1,7.835584879E-1,-4.436540604E-1,-2.628631592E-1,9.380244505E-1
2.846588301E1,7.602583170E-1,-4.857387543E-1,-4.748287201E-1,1.019508293E0
2.847094525E1,7.072320580E-1,-5.637931824E-1,-5.044169426E-1,1.035604359E0
2.847601036E1,6.363525391E-1,-6.056182384E-1,-4.860315323E-1,1.003964469E0
2.848107572E1,6.554486752E-1,-6.132860184E-1,-4.701728821E-1,1.013309057E0
2.848614416E1,6.043856144E-1,-5.461966991E-1,-4.687957764E-1,9.398841870E-1
2.849123562E1,5.881356001E-1,-5.190234184E-1,-4.939494133E-1,9.269707740E-1
2.849631572E1,5.846900940E-1,-4.842453003E-1,-3.898649216E-1,8.534346337E-1
2.850135666E1,5.700521469E-1,-4.755394459E-1,-2.786312103E-1,7.929265831E-1
2.850642348E1,5.107792616E-1,-5.070452690E-1,-2.010202408E-1,7.472613305E-1
2.851149020E1,4.119729996E-1,-5.433397293E-1,-3.233909607E-2,6.826314020E-1
2.851655536E1,2.548694909E-1,-5.772321224E-1,1.267900467E-1,6.436078748E-1
2.852162062E1,2.220223248E-1,-5.632927418E-1,1.639060974E-1,6.272621736E-1
2.852668874E1,2.368209958E-1,-4.965848923E-1,4.555988312E-2,5.520475000E-1
2.853176650E1,2.320798337E-1,-4.224138260E-1,3.024291992E-2,4.829173054E-1
2.853681780E1,2.819490433E-1,-3.623230457E-1,-7.117366791E-2,4.645847000E-1
2.854188556E1,3.697547019E-1,-4.018304348E-1,-1.894750595E-1,5.780026263E-1
2.854695249E1,5.311611891E-1,-4.667637348E-1,-1.164140701E-1,7.166260033E-1
2.855202239E1,6.205410957E-1,-5.067398548E-1,-7.718563080E-2,8.048690288E-1
2.855709827E1,6.836011410E-1,-5.768444538E-1,-1.985321045E-1,9.162287053E-1
2.856215134E1,7.655122876E-1,-6.125745773E-1,-3.390083313E-1,1.037392560E0
2.856721728E1,7.963088155E-1,-6.063153744E-1,-4.772176743E-1,1.108811423E0
2.857230426E1,8.163228631E-1,-6.773509979E-1,-4.194927216E-1,1.140684678E0
2.857733603E1,8.116298914E-1,-6.873457432E-1,-3.357238770E-1,1.115301651E0
2.858243708E1,7.560023665E-1,-7.095079422E-1,-2.526702881E-1,1.067137935E0
2.858746598E1,7.168853879E-1,-7.932088375E-1,5.759334564E-2,1.070710938E0
2.859256780E1,6.756142378E-1,-8.369095325E-1,2.666025162E-1,1.108128632E0
2.859763364E1,6.518723369E-1,-7.943394184E-1,4.779577255E-1,1.133294420E0
2.860269984E1,6.097645164E-1,-7.230308056E-1,5.026473999E-1,1.071093236E0
2.860776593E1,5.558739305E-1,-6.471409798E-1,4.151840210E-1,9.487702807E-1
2.861283291E1,5.705757737E-1,-5.234656334E-1,4.334316254E-1,8.873758825E-1
2.861787062E1,5.818872452E-1,-3.929731846E-1,5.932397842E-1,9.192138660E-1
2.862296577E1,6.113671064E-1,-3.316819668E-1,8.559474945E-1,1.102918301E0
2.862803536E1,5.759694576E-1,-3.334088326E-1,1.104537010E0,1.289536456E0
2.863307244E1,5.743064880E-1,-2.929706573E-1,1.214632034E0,1.375132985E0
2.863813416E1,5.867763162E-1,-2.772350311E-1,1.279663086E0,1.434818219E0
2.864319411E1,6.052434444E-1,-3.321442604E-1,1.307094574E0,1.478220438E0
2.864825947E1,5.810422301E-1,-3.120338917E-1,1.435899734E0,1.580121283E0
2.865332478E1,5.761927366E-1,-3.558652401E-1,1.543967247E0,1.685963522E0
2.865839015E1,5.766769052E-1,-4.708359241E-1,1.691123962E0,1.847739965E0
2.866345681E1,6.166005135E-1,-4.729223251E-1,1.752941132E0,1.917460385E0
2.866852301E1,6.458334327E-1,-5.248365402E-1,1.767731667E0,1.953824317E0
2.867363187E1,6.787079573E-1,-5.161573887E-1,1.828752518E0,2.017770728E0
2.867866963E1,6.468170881E-1,-4.738621712E-1,1.955170631E0,2.113198973E0
2.868376270E1,6.943122745E-1,-4.495596886E-1,1.816344261E0,1.995815603E0
2.868881822E1,8.140816092E-1,-4.261906147E-1,1.630206108E0,1.871346911E0
2.869386614E1,9.049981833E-1,-4.894826412E-1,1.714932442E0,1.999902059E0
2.869893385E1,9.554308057E-1,-6.131293774E-1,1.792660713E0,2.121887860E0
2.870400697E1,9.705752134E-1,-7.301896811E-1,1.851431847E0,2.214270331E0
2.870910468E1,9.200358987E-1,-7.256771326E-1,1.781095505E0,2.131988404E0
2.871413525E1,8.900063038E-1,-7.290017605E-1,1.603353500E0,1.973397384E0
2.871919963E1,7.408158183E-1,-7.225943804E-1,1.543077469E0,1.857966305E0
2.872426593E1,5.085421801E-1,-7.688946724E-1,1.490122795E0,1.752221479E0
2.872934520E1,3.294407725E-1,-7.791447639E-1,1.518621445E0,1.738335088E0
2.873441515E1,2.084327936E-1,-7.391226292E-1,1.463391304E0,1.652652595E0
2.873946577E1,1.856609583E-1,-7.254647017E-1,1.365257263E0,1.557143673E0
2.874453166E1,1.557364464E-1,-7.068798542E-1,1.410846710E0,1.585692722E0
2.874959874E1,1.571815610E-1,-7.312704325E-1,1.346364021E0,1.540181342E0
2.875468447E1,1.634514928E-1,-7.143909931E-1,1.116817474E0,1.335796449E0
2.875974978E1,1.784375310E-1,-7.354763746E-1,1.016855240E0,1.267580384E0
2.876481593E1,2.617200613E-1,-7.657200098E-1,1.118108749E0,1.380214367E0
2.876988155E1,2.893141508E-1,-7.984346151E-1,1.255320549E0,1.515595656E0
2.877491150E1,2.667475939E-1,-8.554376364E-1,1.335134506E0,1.607952729E0
2.878002588E1,2.445666790E-1,-8.263292313E-1,1.357513428E0,1.607941406E0
2.878504697E1,1.225659847E-1,-8.917726278E-1,9.686737061E-1,1.322350025E0
2.879011989E1,-1.623792052E-1,-8.126147985E-1,3.173379898E-1,8.873630694E-1
2.879517926E1,-7.649886608E-2,-5.760607719E-1,5.953674316E-1,8.319618189E-1
2.880024286E1,2.299773693E-1,-2.902252674E-1,8.996191025E-1,9.728488196E-1
2.880530848E1,6.226928234E-1,-1.524380445E-1,1.053330421E0,1.233080973E0
2.881041181E1,9.957777262E-1,-1.982831955E-1,1.319952011E0,1.665281603E0
2.881544020E1,1.271809578E0,-3.544193506E-1,1.591778755E0,2.068060029E0
2.882050661E1,1.505210042E0,-3.789355755E-1,2.024428368E0,2.550991897E0
2.882557431E1,1.615603089E0,-3.642785549E-1,2.823676109E0,3.273533103E0
2.883064150E1,1.677376509E0,-3.838579655E-1,3.522526741E0,3.920348649E0
2.883570556E1,1.587876201E0,-4.363279343E-1,3.941482544E0,4.271652788E0
2.884077093E1,1.382248282E0,-4.358640909E-1,4.092638016E0,4.341690195E0
2.884583681E1,1.269074798E0,-3.107745647E-1,4.136505127E0,4.337949554E0
2.885091312E1,1.016856551E0,-2.054148912E-1,4.506217003E0,4.624087391E0
2.885598291E1,8.311736584E-1,-2.235325575E-1,4.083839417E0,4.173554940E0
2.886105062E1,8.445912600E-1,-8.186924458E-2,3.741241455E0,3.836264406E0
2.886611786E1,7.346438169E-1,6.567716599E-3,3.243669510E0,3.325828703E0
2.887118265E1,5.950061083E-1,-1.709151268E-2,2.315940857E0,2.391214428E0
2.887624895E1,3.522158861E-1,-9.832942486E-2,1.523163795E0,1.566445867E0
2.888131421E1,3.106708527E-1,-1.382957697E-1,7.242193222E-1,8.000848238E-1
2.888637911E1,1.688919067E-1,-3.423528671E-1,1.155986786E-1,3.988646591E-1
2.889144780E1,3.129124641E-2,-5.323873758E-1,-3.555736542E-1,6.409743237E-1
2.889651187E1,-1.230775118E-1,-6.091612577E-1,-7.496395111E-1,9.737478670E-1
2.890157942E1,-2.324292660E-1,-6.246213913E-1,-1.262991428E0,1.428048527E0
2.890664645E1,3.383307457E-1,2.222099304E-1,-1.178348541E0,1.245933478E0
2.891171187E1,1.352109432E0,1.133308411E0,-1.623654366E0,2.397674158E0
2.891678108E1,6.710343361E-1,1.118140221E-1,-1.294019699E0,1.461942693E0
2.892184510E1,9.177112579E-2,-5.429673195E-1,-9.005546570E-1,1.055572896E0
2.892693546E1,-6.602692604E-1,-7.183704376E-1,-1.336379528E0,1.654666681E0
2.893196442E1,-7.987806201E-1,-8.719755411E-1,-2.929631710E0,3.159293241E0
2.893706395E1,-8.537952304E-1,-1.368973494E0,-1.990764618E0,2.562459460E0
2.894212879E1,-6.214774847E-1,-9.648292661E-1,-1.898681641E0,2.218585529E0
2.894719520E1,-6.144282818E-1,-5.557442904E-1,-2.101043701E0,2.258485879E0
2.895226155E1,-5.644177198E-1,-1.383123398E-1,-1.942131519E0,2.027208056E0
2.895732926E1,-4.898027182E-1,1.290931702E-1,-1.783323288E0,1.853864531E0
2.896239384E1,-6.416292787E-1,-1.081658602E-1,-1.234510422E0,1.395494166E0
2.896746025E1,-6.579859257E-1,-1.243054867E-1,-9.904155731E-1,1.195541860E0
2.897252692E1,-5.284671187E-1,-1.341997385E-1,-7.390966415E-1,9.184502768E-1
2.897755530E1,-4.118548036E-1,-1.500766277E-1,-8.324394226E-1,9.407990039E-1
2.898262145E1,-2.035272121E-1,-2.089114189E-1,-1.143326759E0,1.179942111E0
2.898768812E1,-7.068502903E-2,-2.299413681E-1,-7.260370255E-1,7.648523834E-1
2.899276734E1,-2.233493328E-2,-2.732282877E-1,-6.034107208E-1,6.627646976E-1
2.899782593E1,-1.175637245E-1,-3.584638834E-1,-8.133249283E-1,8.965573177E-1
2.900289911E1,-5.727529526E-2,-2.767609358E-1,-1.053972244E0,1.091207848E0
2.900795718E1,-2.706815004E-1,-3.274594545E-1,-9.997920990E-1,1.086315981E0
2.901301916E1,-4.797871709E-1,-4.529072046E-1,-1.117685318E0,1.297898739E0
2.901808765E1,-4.794656634E-1,-4.991231561E-1,-1.299758911E0,1.472543539E0
