true,highpass,lowpass,high_low
0.005126953125,0.005126953125,0.0,0.0034179687500000004
0.005126953125,0.003987630208333334,0.0,0.0026584201388888894
0.005126953125,0.003481264467592593,0.0,0.0023208429783950625
0.03131103515625,0.011984240371013375,0.021820068359375,0.01526284970046725
0.03131103515625,0.020612244852394837,0.018183390299479168,0.019802626668089615
0.03131103515625,0.023638762830809745,0.015152825249565977,0.020810116970395157
0.03131103515625,0.024310423032346772,0.012627354374638312,0.02041606681311062
-0.0029296875,0.012634148708740415,-0.018011140234676405,0.002419052394268142
-0.0029296875,0.0006361390961787615,-0.015009283528897004,-0.0045790017788464935
-0.01885986328125,-0.00933928894631433,-0.02578288275845584,-0.014820486883694833
-0.01885986328125,-0.01616694568287989,-0.021485735632046535,-0.01793987566593544
-0.01885986328125,-0.01824653820437363,-0.017904779693372112,-0.018132618700706458
-0.01885986328125,-0.01837503356088764,-0.01492064974447676,-0.017223572288750683
0.01190185546875,-0.0075150963695837895,0.013200890837936035,-0.0006097673004105157
0.01190185546875,0.0035607736226429894,0.011000742364946695,0.006040763203410892
0.01190185546875,0.007994460625190596,0.009167285304122247,0.00838540218483448
0.01190185546875,0.009557553279472986,0.0076394044201018715,0.008918170326349282
-0.0281982421875,-0.0034539671782671446,-0.027050577696790108,-0.011319504017774798
-0.0281982421875,-0.016945750074349866,-0.022542148080658422,-0.018811216076452718
-0.00714111328125,-0.014921181811385147,-0.0012375159786736853,-0.010359959867147994
-0.00714111328125,-0.009287011005181997,-0.0010312633155614044,-0.0065350951086418
-0.00714111328125,-0.006737101166177867,-0.0008593860963011703,-0.004777862809552303
-0.00714111328125,-0.0055656129667848685,-0.0007161550802509754,-0.0039491270046069045
-0.002197265625,-0.0033651732114046034,0.003523077146665854,-0.0010690897587144516
-0.002197265625,-0.0014451483808096345,0.002935897622221545,1.520028686742515e-05
-0.02691650390625,-0.008962034444171716,-0.018152783882523713,-0.01202561759028905
-0.02691650390625,-0.016989246362276035,-0.015127319902103094,-0.016368604208885057
-0.06939697265625,-0.03404472702467337,-0.04800649054341924,-0.03869864819758866
-0.06939697265625,-0.04893142301714244,-0.0400054087861827,-0.045956084940155864
-0.06939697265625,-0.053769714178853914,-0.033337840655152245,-0.046959089670953365
-0.06939697265625,-0.05443838399938558,-0.027781533879293538,-0.045552767292688236
0.04229736328125,-0.016269390434708826,0.06992733504850539,0.012462851393029243
0.04229736328125,0.022407688689102832,0.05827277920708782,0.034362718861764494
0.02215576171875,0.03029373314742633,0.03177598137048985,0.030787815888447506
0.02215576171875,0.02791046449854834,0.026479984475408207,0.0274336378241683
0.0205078125,0.025125029382778868,0.020693362713881842,0.023647807159813197
0.0205078125,0.0226011422732088,0.01724446892823487,0.020815584491550826
-0.017578125,0.008017681327700553,-0.017367890476470943,-0.0004441759403566118
-0.017578125,-0.006155492293571075,-0.014473242063725786,-0.008928075550289311
0.006591796875,-0.0037547847418595414,0.00808056650939518,0.0001903323418920317
0.006591796875,0.002324153852928021,0.006733805424495983,0.0037940377101173418
0.032958984375,0.013515686598411562,0.02758416077041332,0.018205177989078815
0.032958984375,0.023123113451052543,0.022986800642011102,0.023077675848038732
-0.00421142578125,0.013981308638275822,-0.011819674595199081,0.0053809808937841895
-0.00421142578125,0.0021835120021061268,-0.009849728829332566,-0.001827568275040104
-0.00421142578125,-0.0026221874437767365,-0.008208107357777139,-0.004484160748443537
-0.00421142578125,-0.004393249092712359,-0.006840089464814282,-0.005208862550079667
-0.00421142578125,-0.004876383627136445,-0.005700074554011902,-0.005150947269428264
-0.00384521484375,-0.00471570312753551,-0.004444886347093252,-0.004625430867388091
-0.00384521484375,-0.004365358859508728,-0.0037040719559110436,-0.004144929891642834
-0.00439453125,-0.004228130344428556,-0.0035444903018008707,-0.004000250330219328
-0.00439453125,-0.0041316773034795525,-0.0029537419181673917,-0.0037390321750421654
0.027099609375,0.006540515008305223,0.023783665589027173,0.012288231868545874
0.027099609375,0.017225357704030584,0.01981972132418931,0.018090145577416825
0.027099609375,0.021093300176611218,0.016516434436824427,0.019567678263348955
0.027099609375,0.02207832196723264,0.013763695364020357,0.01930677976616188
0.010986328125,0.01653329588577459,-0.001957988238316371,0.010369534511077604
0.010986328125,0.010575132382385069,-0.0016316568652636424,0.006506202633168833
0.003662109375,0.005558171547112556,-0.007463229679386369,0.001217704471612915
0.003662109375,0.002032506106075277,-0.006219358066155308,-0.0007181152846682511
0.00494384765625,0.0011692056956378325,-0.004114683154087757,-0.0005920905876040306
0.00494384765625,0.001253222160347313,-0.0034289026284064646,-0.00030748610257061264
0.00494384765625,0.0014429584837029248,-0.0028574188570053873,9.499370133487606e-06
0.00494384765625,0.0016542821321723251,-0.002381182380837823,0.00030912729450227605
0.0362548828125,0.012291045800501518,0.024108210646176815,0.01623010074905995
0.0362548828125,0.02290502810353997,0.02009017553848068,0.021966743915186875
-0.0146484375,0.009761683443457918,-0.0256776206450161,-0.0020514179193667544
-0.0146484375,-0.006250424446244503,-0.021398017204180084,-0.01129962203222303
-0.0146484375,-0.012415893854815355,-0.017831681003483403,-0.014221156237704705
-0.0146484375,-0.01436358332513647,-0.014859734169569504,-0.014528966939947482
-0.0146484375,-0.01456879045996499,-0.012383111807974587,-0.013840230909301523
-0.0146484375,-0.014109633106201017,-0.010319259839978822,-0.01284617535079362
0.0018310546875,-0.00795376533802908,0.005133526956267649,-0.0035913345732635047
0.0018310546875,-0.0017838714863423369,0.00427793913022304,0.00023673205251278874
0.003662109375,0.0013785244933418592,0.0050908281814358676,0.002615959056039862
0.003662109375,0.0029646758290265748,0.004242356817863224,0.003390569491972125
-0.00164794921875,0.0017110632550647502,-0.0008897514799056465,0.0008441250100746182
-0.00164794921875,1.343360046641214e-05,-0.0007414595665880389,-0.00023819745521840488
0.0029296875,0.0008177641965210634,0.003196814293468301,0.0016107808955034759
0.0029296875,0.002050416430335651,0.0026640119112235844,0.0022549482572982956
0.000732421875,0.001747439463198864,0.0003889552385196537,0.001294611388305794
