"t (s)","a (m/s²)"
1.389390350E1,-1.170724630E-2
1.389897585E1,4.936069250E-3
1.390403866E1,1.193872094E-2
1.390910059E1,-1.238584518E-4
1.391416340E1,-4.907220602E-3
1.391925700E1,2.273976803E-3
1.392432861E1,1.885038614E-2
1.392942142E1,1.401871443E-2
1.393448179E1,1.872637868E-2
1.393955231E1,1.151469350E-2
1.394461522E1,1.133587956E-2
1.394971606E1,-3.397986293E-2
1.395474944E1,1.393890381E-2
1.395981663E1,9.043484926E-3
1.396488366E1,4.235833883E-3
1.396994752E1,-2.954244614E-3
1.397501778E1,-2.900511026E-3
1.398008283E1,4.373311996E-3
1.398515611E1,2.335998416E-2
1.399022246E1,1.610967517E-2
1.399531689E1,-6.318688393E-4
1.400035830E1,-5.585551262E-4
1.400542496E1,1.609110832E-2
1.401049241E1,1.829916239E-2
1.401552132E1,-8.017301559E-3
1.402060903E1,-7.448792458E-4
1.402567283E1,-1.254287362E-2
1.403072548E1,-7.720530033E-3
1.403576293E1,2.794376016E-2
1.404082257E1,6.250798702E-3
1.404590194E1,2.759736776E-2
1.405095637E1,1.065331697E-2
1.405603189E1,2.009069920E-2
1.406112877E1,2.464079857E-2
1.406616298E1,-1.118148863E-2
1.407122184E1,-1.576858759E-2
1.407629090E1,-3.691107035E-3
1.408135621E1,-1.266002655E-3
1.408642022E1,1.777017117E-2
1.409148642E1,1.056897640E-2
1.409657304E1,1.287791133E-2
1.410171423E1,-3.783583641E-3
1.410675507E1,2.007135749E-2
1.411181059E1,-3.832548857E-3
1.411687720E1,8.701682091E-4
1.412197418E1,3.212660551E-3
1.412703335E1,-1.817260683E-2
1.413207418E1,-3.803670406E-3
1.413714231E1,-1.800380647E-2
1.414220533E1,3.492712975E-3
1.414731278E1,1.773577929E-2
1.415236429E1,-1.564824581E-2
1.415740835E1,1.075178385E-3
1.416247236E1,-8.419752121E-3
1.416754241E1,2.255117893E-2
1.417261502E1,3.435134888E-3
1.417770220E1,-1.546901464E-2
1.418275012E1,-8.189648390E-3
1.418782700E1,-1.754988730E-2
1.419289731E1,2.299928665E-2
1.419791491E1,3.821939230E-3
1.420298137E1,1.336318254E-2
1.420806595E1,2.045479417E-2
1.421315944E1,2.031099796E-2
1.421814694E1,1.773589849E-2
1.422321262E1,2.942988276E-2
1.422828580E1,3.017753363E-3
1.423334621E1,-2.089765668E-2
1.423841205E1,-6.550610065E-3
1.424347788E1,1.247492433E-2
1.424854455E1,-2.319116890E-2
1.425361231E1,-2.529992163E-2
1.425868423E1,-2.982132137E-2
1.426375293E1,1.434862614E-3
1.426881548E1,3.485551476E-2
1.427387559E1,2.518838644E-2
1.427898194E1,-8.204936981E-3
1.428413885E1,1.569363475E-2
1.428913197E1,6.181985140E-3
1.429420406E1,1.327589154E-2
1.429926921E1,2.490276098E-2
1.430433468E1,-2.533636987E-2
1.430940072E1,2.725967765E-2
1.431446697E1,-3.781139851E-3
1.431953833E1,3.398388624E-3
1.432459150E1,-6.006747484E-3
1.432966572E1,-1.077175140E-3
1.433472921E1,2.993679047E-2
1.433979921E1,-3.200305998E-2
1.434486135E1,-2.221025527E-2
1.434994630E1,-1.476985216E-2
1.435501421E1,-2.173908055E-2
1.436009489E1,-6.179277599E-2
1.436515140E1,-1.609332711E-1
1.437021468E1,-2.332340032E-1
1.437524953E1,-3.334856629E-1
1.438030296E1,-3.116642237E-1
1.438537270E1,-1.356950551E-1
1.439043968E1,-1.569360495E-2
1.439547765E1,-5.796714127E-2
1.440053656E1,2.519682050E-3
1.440560447E1,1.644331068E-1
1.441067197E1,2.415138185E-1
1.441573552E1,3.133750558E-1
1.442080369E1,2.827551067E-1
1.442586953E1,3.448871374E-1
1.443093671E1,4.252006710E-1
1.443600234E1,4.501060545E-1
1.444107427E1,3.869197071E-1
1.444614770E1,2.574529052E-1
1.445121203E1,1.006087661E-1
1.445627583E1,2.666184008E-1
1.446133395E1,4.738919139E-1
1.446649187E1,4.308761656E-1
1.447154822E1,4.928573370E-1
1.447659067E1,6.342095137E-1
1.448165270E1,7.148233652E-1
1.448672942E1,9.360793829E-1
1.449178572E1,1.072484493E0
1.449685213E1,1.151432633E0
1.450191994E1,1.272861242E0
1.450701296E1,1.309630156E0
1.451204994E1,1.388721228E0
1.451711630E1,1.412442565E0
1.452221546E1,1.471052647E0
1.452725640E1,1.560688853E0
1.453236630E1,1.557636619E0
1.453736479E1,1.433056951E0
1.454242781E1,1.409031391E0
1.454749921E1,1.573586702E0
1.455257656E1,1.758903742E0
1.455762994E1,1.977495193E0
1.456268119E1,2.309292793E0
1.456773921E1,2.572104692E0
1.457279369E1,2.775276661E0
1.457789708E1,2.851500511E0
1.458296270E1,2.963950157E0
1.458805088E1,3.067089558E0
1.459306026E1,3.147121906E0
1.459816307E1,3.228797436E0
1.460322895E1,3.382510662E0
1.460825843E1,3.583608389E0
1.461332380E1,3.840869665E0
1.461839046E1,4.130104065E0
1.462345708E1,4.224589825E0
1.462852374E1,4.601026535E0
1.463359302E1,4.726273060E0
1.463865744E1,4.664334774E0
1.464380979E1,4.631368637E0
1.464884484E1,4.782974243E0
1.465396718E1,4.777848721E0
1.465897869E1,4.816374779E0
1.466404203E1,4.816554546E0
1.466910864E1,4.830598831E0
1.467418786E1,4.735877991E0
1.467924270E1,4.451432228E0
1.468431104E1,3.975051880E0
1.468937494E1,3.247943640E0
1.469443901E1,2.749597549E0
1.469950317E1,2.665564537E0
1.470457026E1,2.543443680E0
1.470963708E1,2.399163723E0
1.471472078E1,2.402369976E0
1.471978692E1,2.454351902E0
1.472486244E1,2.339719772E0
1.472992286E1,2.220335007E0
1.473495640E1,2.216690540E0
1.474001661E1,2.004810333E0
1.474508510E1,1.815636635E0
1.475015385E1,1.775990009E0
1.475519052E1,1.697850466E0
1.476025015E1,1.798494935E0
1.476531708E1,1.889741421E0
1.477038229E1,1.294907689E0
1.477544791E1,9.367665052E-1
1.478051380E1,1.353722334E0
1.478558046E1,1.450317144E0
1.479064843E1,1.594845772E0
1.479571302E1,1.630824208E0
1.480077942E1,1.428836465E0
1.480584531E1,1.137678981E0
1.481091317E1,1.140508652E0
1.481598822E1,1.162692070E0
1.482106937E1,1.113301158E0
1.482622031E1,1.003541470E0
1.483123427E1,7.414534688E-1
1.483629942E1,7.874273062E-1
1.484136265E1,1.004514933E0
1.484643156E1,8.087863326E-1
1.485150776E1,5.536084771E-1
1.485659890E1,5.303237438E-1
1.486163109E1,8.996098042E-1
1.486669921E1,1.039170265E0
1.487176958E1,8.782232404E-1
1.487681427E1,5.945823193E-1
1.488189531E1,5.560943484E-1
1.488698864E1,6.948104501E-1
1.489203776E1,7.180650830E-1
1.489713130E1,2.321404219E-1
1.490217843E1,5.379278064E-1
1.490751208E1,6.154748201E-1
1.491231677E1,2.675397396E-1
1.491734067E1,-7.337009907E-1
1.492241119E1,-1.341342926E-1
1.492749281E1,6.863084435E-1
1.493257546E1,1.498436928E-1
1.493757317E1,2.467799187E-2
1.494264088E1,2.566133738E-1
1.494770541E1,-7.047248483E-1
1.495277109E1,-5.663392544E-1
1.495783854E1,1.634701490E-1
1.496290463E1,-1.756056547E-1
1.496797338E1,-7.840547562E-1
1.497304963E1,-6.977031231E-1
1.497810885E1,-4.054044783E-1
1.498318145E1,-2.387524247E-1
1.498825411E1,-2.323142290E-1
1.499330619E1,-7.152311802E-1
1.499840234E1,-9.747151732E-1
1.500347276E1,-6.121296883E-1
1.500857437E1,-1.232387304E0
1.501362213E1,-1.527987242E0
1.501869515E1,-1.460964561E0
1.502375557E1,-1.423841000E0
1.502882484E1,-1.766152859E0
1.503388588E1,-2.238408566E0
1.503895645E1,-2.654463530E0
1.504401973E1,-3.003051758E0
1.504908791E1,-2.919207096E0
1.505419921E1,-2.768630028E0
1.505922369E1,-2.855045795E0
1.506428968E1,-3.105565786E0
1.506935338E1,-3.467982769E0
1.507443385E1,-3.674910545E0
1.507950229E1,-3.911556959E0
1.508456218E1,-3.894653797E0
1.508962807E1,-3.405465364E0
1.509467572E1,-3.119182825E0
1.509972937E1,-3.180226088E0
1.510479343E1,-3.070389748E0
1.510986218E1,-2.942997932E0
1.511494500E1,-3.017505169E0
1.511996442E1,-3.280648232E0
1.512503869E1,-3.951643944E0
1.513010031E1,-4.075646400E0
1.513517057E1,-4.132056713E0
1.514023520E1,-4.414414406E0
1.514529484E1,-4.635855198E0
1.515036125E1,-4.799590588E0
1.515542864E1,-5.030089855E0
1.516049406E1,-4.782930374E0
1.516555812E1,-4.577046871E0
1.517062526E1,-4.674367905E0
1.517569166E1,-4.208604336E0
1.518078630E1,-3.872318745E0
1.518594692E1,-3.858220577E0
1.519099125E1,-3.939715624E0
1.519601031E1,-3.953067303E0
1.520107854E1,-3.616925001E0
1.520614562E1,-2.801655293E0
1.521121067E1,-2.641520023E0
1.521627854E1,-3.750603437E0
1.522134645E1,-4.733819008E0
1.522642791E1,-5.411383152E0
1.523147833E1,-7.152231693E0
1.523654197E1,-8.494436264E0
1.524160927E1,-8.847335815E0
1.524667229E1,-8.823349953E0
1.525174828E1,-8.112635612E0
1.525680947E1,-6.192015171E0
1.526188864E1,-3.800683737E0
1.526699671E1,-1.968128085E0
1.527203088E1,-9.677243233E-1
1.527704776E1,-9.401750565E-1
1.528212270E1,-1.164380908E0
1.528741187E1,-1.687364101E0
1.529229510E1,-1.874427795E0
1.529728703E1,-1.959202766E0
1.530235062E1,-2.229174376E0
1.530742333E1,-2.372678280E0
1.531248843E1,-2.351540565E0
1.531754989E1,-2.235380173E0
1.532262150E1,-2.155309677E0
1.532768421E1,-1.969451666E0
1.533274807E1,-1.824290752E0
1.533781921E1,-1.809467077E0
1.534289239E1,-1.773169756E0
1.534795979E1,-1.479216814E0
1.535301374E1,-1.359501243E0
1.535810041E1,-1.510680199E0
1.536318093E1,-1.553206444E0
1.536825729E1,-1.336080313E0
1.537333182E1,-1.263446331E0
1.537840119E1,-1.344225287E0
1.538346682E1,-1.433141232E0
1.538855562E1,-1.378052473E0
1.539361395E1,-1.083695412E0
1.539866484E1,-3.814380765E-1
1.540372937E1,4.174999595E-1
1.540880046E1,4.866564274E-1
1.541387552E1,2.672948837E-1
1.541892807E1,2.673248649E-1
1.542399864E1,3.505157232E-1
1.542906755E1,3.052024245E-1
1.543414328E1,3.365144730E-1
1.543921791E1,3.265823126E-1
1.544427390E1,3.597407341E-1
1.544933979E1,3.665909171E-1
1.545437421E1,3.327692747E-1
1.545945875E1,2.870886922E-1
1.546451348E1,1.887928247E-1
1.546958770E1,-2.348660231E-1
1.547475458E1,-3.086735904E-1
1.547967828E1,-9.776568413E-2
1.548473869E1,-1.694959402E-1
1.548980734E1,-2.098765075E-1
1.549487166E1,-1.331371963E-1
1.549997651E1,-1.808019876E-1
1.550500343E1,-2.068691254E-1
1.551007505E1,-2.234998047E-1
1.551514895E1,-1.922070980E-1
1.552020968E1,-1.800962687E-1
1.552527114E1,-1.750703454E-1
1.553033677E1,-1.629285812E-1
1.553544109E1,-1.579180062E-1
1.554050187E1,-1.576959789E-1
1.554563187E1,-1.671000123E-1
1.555065526E1,-1.406531930E-1
1.555571822E1,-1.715612113E-1
1.556079432E1,-1.642526388E-1
1.556585645E1,-1.305800378E-1
1.557092421E1,-1.208221316E-1
1.557599156E1,-1.349520087E-1
1.558105942E1,-1.083915830E-1
1.558612984E1,-1.273190081E-1
1.559120901E1,-1.798347533E-1
1.559625453E1,-1.605064273E-1
1.560131937E1,-1.843665540E-1
1.560638963E1,-1.937369406E-1
1.561146052E1,-1.886385083E-1
1.561655416E1,-1.597265005E-1
1.562160052E1,-1.522783935E-1
1.562668333E1,-1.880124211E-1
1.563171390E1,-1.638308167E-1
1.563676557E1,-1.707295775E-1
1.564185072E1,-1.633666158E-1
1.564700437E1,-1.703148484E-1
1.565207791E1,-1.462047696E-1
1.565699843E1,-1.724231839E-1
1.566209890E1,-1.601704955E-1
1.566716197E1,-1.623411179E-1
1.567219505E1,-1.549420655E-1
1.567726630E1,-1.714276075E-1
1.568233015E1,-1.616275311E-1
1.568743072E1,-1.231265366E-1
1.569246406E1,-1.324197650E-1
1.569753614E1,-1.322384477E-1
1.570260046E1,-1.273742616E-1
1.570765828E1,-1.559063792E-1
1.571272546E1,-1.628148854E-1
1.571780963E1,-1.314811707E-1
1.572293213E1,-1.361800730E-1
1.572798807E1,-1.527328193E-1
1.573304645E1,-1.500754058E-1
1.573811395E1,-1.330106854E-1
1.574317822E1,-1.495731771E-1
1.574824364E1,-1.446319818E-1
1.575331109E1,-1.467695534E-1
1.575840046E1,-1.585268378E-1
1.576344661E1,-1.822321415E-1
1.576852723E1,-1.604559720E-1
1.577357880E1,-1.818738580E-1
1.577864416E1,-1.672698259E-1
1.578371541E1,-1.311078072E-1
1.578875833E1,-1.477772295E-1
1.579387505E1,-1.475705802E-1
1.579893822E1,-1.687951088E-1
1.580398692E1,-1.602433026E-1
1.580905125E1,-1.398329735E-1
1.581410750E1,-1.315774024E-1
1.581915380E1,-1.542667449E-1
1.582422520E1,-1.387093365E-1
1.582929265E1,-1.185767055E-1
1.583438083E1,-1.270691454E-1
1.583938406E1,-1.521742046E-1
1.584445020E1,-1.461393237E-1
1.584951718E1,-1.235259473E-1
1.585458437E1,-1.320350468E-1
1.585965776E1,-1.357164681E-1
1.586475333E1,-1.226949096E-1
1.586981921E1,-1.382825971E-1
1.587485338E1,-1.229102612E-1
1.587992911E1,-1.336407065E-1
1.588499062E1,-1.158767641E-1
1.589004968E1,-1.458235979E-1
1.589511484E1,-1.303336620E-1
1.590021531E1,-1.434791684E-1
1.590533630E1,-1.542447805E-1
1.591036822E1,-1.244833767E-1
1.591543520E1,-1.162949800E-1
1.592051650E1,-1.224860251E-1
1.592559776E1,-1.332720816E-1
1.593063401E1,-1.060091555E-1
1.593570057E1,-1.264262199E-1
1.594077072E1,-1.420349181E-1
1.594583557E1,-1.289029419E-1
1.595089828E1,-1.183542609E-1
1.595596531E1,-1.030961275E-1
1.596105317E1,-1.164162755E-1
1.596609859E1,-9.647515416E-2
1.597117359E1,-1.028255224E-1
1.597624776E1,-8.061361313E-2
1.598130973E1,-9.654909372E-2
1.598637640E1,-9.335321188E-2
1.599144515E1,-9.735691547E-2
1.599649562E1,-1.106706560E-1
1.600155843E1,-1.096228063E-1
1.600662770E1,-1.157130003E-1
1.601168447E1,-8.617457747E-2
1.601671880E1,-9.721782804E-2
1.602177374E1,-1.152923107E-1
1.602685463E1,-1.001641154E-1
1.603190807E1,-8.748799562E-2
1.603697369E1,-1.104435921E-1
1.604204531E1,-1.046984792E-1
1.604712713E1,-9.435161948E-2
1.605218437E1,-1.053695977E-1
1.605724145E1,-7.353603840E-2
1.606230864E1,-1.108610928E-1
1.606738624E1,-9.080696106E-2
1.607244041E1,-9.240433574E-2
1.607752187E1,-1.107244194E-1
1.608257833E1,-9.785342216E-2
1.608769041E1,-9.702208638E-2
1.609275833E1,-5.818635225E-2
1.609782562E1,-7.910609245E-2
1.610289000E1,-8.317068219E-2
1.610799963E1,-8.240336180E-2
1.611301963E1,-5.081617832E-2
1.611812088E1,-7.412353158E-2
1.612318807E1,-9.016516805E-2
1.612822661E1,-8.232045174E-2
1.613329026E1,-1.148733199E-1
1.613835588E1,-9.489023685E-2
1.614342463E1,-1.012016833E-1
1.614849973E1,-9.083753824E-2
1.615357916E1,-5.437654257E-2
1.615865197E1,-8.003854752E-2
1.616370536E1,-1.078622639E-1
1.616877776E1,-9.981524944E-2
1.617381791E1,-8.956640959E-2
1.617886598E1,-9.592518210E-2
1.618394906E1,-9.742748737E-2
1.618900770E1,-7.758980989E-2
1.619408265E1,-1.101792157E-1
1.619910244E1,-7.355219126E-2
1.620419984E1,-6.104284525E-2
1.620923156E1,-7.956883311E-2
1.621429567E1,-9.555935860E-2
1.621936151E1,-6.629005075E-2
1.622442812E1,-5.616185069E-2
1.622949739E1,-7.700288296E-2
1.623456541E1,-5.976587534E-2
1.623964250E1,-5.455026031E-2
1.624470916E1,-6.589969993E-2
1.624976130E1,-8.422946930E-2
1.625483109E1,-6.212618947E-2
1.625989177E1,-7.341262698E-2
1.626505062E1,-7.045939565E-2
1.627008484E1,-9.133425355E-2
1.627516552E1,-9.049931169E-2
1.628021682E1,-5.873784423E-2
1.628527937E1,-8.905389905E-2
1.629034713E1,-5.973169208E-2
1.629541505E1,-4.490995407E-2
1.630047838E1,-6.827241182E-2
1.630554473E1,-6.293377280E-2
1.631061052E1,-6.476619840E-2
1.631567390E1,-7.375922799E-2
1.632076546E1,-6.842711568E-2
1.632582296E1,-6.794229150E-2
1.633088010E1,-6.740665436E-2
1.633595937E1,-4.080551863E-2
1.634103854E1,-5.950045586E-2
1.634610364E1,-6.848809123E-2
1.635116197E1,-3.232055902E-2
1.635620124E1,-6.053909659E-2
1.636126197E1,-2.680480480E-2
1.636631927E1,-6.467261910E-2
1.637138463E1,-7.356223464E-2
1.637642000E1,-3.016817570E-2
1.638152281E1,-5.840155482E-2
1.638655484E1,-6.021732092E-2
1.639162104E1,-6.903699040E-2
1.639668406E1,-5.175936222E-2
1.640178895E1,-2.749848366E-2
1.640685479E1,-4.155313969E-2
1.641188453E1,-4.123723507E-2
1.641695296E1,-3.369337320E-2
1.642202312E1,-4.526877403E-2
1.642710692E1,-6.376969814E-2
1.643216031E1,-8.464866877E-2
1.643723156E1,-7.204118371E-2
1.644240723E1,-3.341028094E-2
1.644743223E1,-5.210635066E-2
1.645246156E1,-4.695144296E-2
1.645755567E1,-2.985739708E-2
1.646260328E1,-5.334535241E-2
1.646765682E1,-1.255002618E-2
1.647275317E1,-1.723015308E-2
1.647780364E1,-2.894002199E-2
1.648287213E1,-3.818801045E-2
1.648797578E1,-6.646242738E-2
1.649300000E1,-4.936465621E-2
1.649807161E1,-3.472501040E-2
1.650313380E1,-4.634109139E-2
1.650821302E1,-6.979319453E-2
1.651329703E1,-3.836035728E-2
1.651833411E1,-2.846536040E-2
1.652341900E1,-4.251781106E-2
1.652847760E1,-4.932066798E-2
1.653356567E1,-6.547018886E-2
1.653858145E1,-5.070734024E-2
1.654364838E1,-4.788774252E-2
1.654872911E1,-4.271605611E-2
1.655382650E1,-4.233843088E-2
1.655881322E1,-6.096875668E-2
1.656387729E1,-5.321124196E-2
1.656894385E1,-4.087147117E-2
1.657401109E1,-3.100723028E-2
1.657907437E1,-4.735895991E-2
1.658414484E1,-3.748995066E-2
1.658921026E1,-2.052447200E-2
1.659427609E1,-2.513512969E-2
1.659934697E1,-4.861304164E-2
1.660441880E1,-2.443388104E-2
1.660948166E1,-1.946339011E-2
1.661454072E1,-2.640914917E-2
1.661962380E1,-4.274111986E-2
1.662480218E1,-4.004070163E-2
1.662980124E1,-3.726166487E-2
1.663485963E1,-4.881304502E-2
1.663992291E1,-4.126101732E-2
1.664499140E1,-4.089567065E-2
1.665005979E1,-4.539155960E-2
1.665512682E1,-2.118715644E-2
1.666020442E1,-1.856696606E-2
1.666525692E1,-6.600549817E-2
1.667032447E1,-7.494178414E-2
1.667543078E1,-6.485170126E-2
1.668045703E1,-5.251848698E-2
1.668552250E1,-1.647838950E-2
1.669062072E1,-3.537619114E-2
1.669569312E1,-3.516706824E-2
1.670073427E1,-4.673027992E-2
1.670579885E1,-5.344316363E-2
1.671088114E1,-4.585245252E-2
1.671590510E1,-9.818762541E-3
1.672097854E1,-1.436778903E-2
1.672603296E1,-2.135884762E-2
1.673109729E1,-2.834376693E-2
1.673614984E1,-3.758826852E-2
1.674120791E1,-3.941178322E-3
1.674629588E1,-2.046316862E-2
1.675132973E1,-2.745246887E-2
1.675639588E1,-2.256387472E-2
1.676146541E1,-5.676209927E-3
1.676653026E1,-1.263830066E-2
1.677159588E1,-2.671542764E-2
1.677666359E1,-3.581419587E-2
1.678172843E1,-4.499354959E-2
1.678679739E1,-4.692333937E-2
1.679186380E1,-4.413524270E-2
1.679694359E1,-2.242398262E-2
1.680203630E1,-1.519933343E-2
1.680712234E1,-6.968846917E-2
1.681218489E1,-4.053056240E-2
1.681725312E1,-2.116701007E-2
1.682231979E1,-4.947841167E-2
1.682740703E1,-1.341429353E-2
1.683244874E1,-4.659330845E-2
1.683751739E1,-3.668421507E-2
1.684257973E1,-1.498001814E-2
1.684765046E1,-3.853404522E-2
1.685272166E1,-3.090265393E-2
1.685779437E1,-1.161929965E-2
1.686284750E1,-3.056016564E-2
1.686795640E1,-1.851409674E-2
1.687298750E1,-3.264066577E-2
1.687805958E1,-6.114691496E-3
1.688312624E1,-5.992949009E-3
1.688818900E1,-6.061381102E-2
1.689326900E1,-1.990923285E-2
1.689829187E1,-4.585292935E-2
1.690335640E1,-1.219463348E-2
1.690842937E1,-2.519994974E-3
1.691352437E1,-4.756584764E-2
1.691852260E1,-9.142428637E-3
1.692358718E1,-3.285509348E-2
1.692865510E1,-3.018423915E-2
1.693371895E1,-2.748358250E-2
1.693882359E1,-3.674069047E-2
1.694385406E1,-1.265782118E-2
1.694892026E1,-1.248157024E-2
1.695398583E1,-1.943901181E-2
1.695906239E1,-1.683053374E-2
1.696412650E1,-1.424112916E-2
1.696919567E1,5.002021790E-3
1.697425718E1,-3.070616722E-2
1.697931177E1,-9.106636047E-3
1.698445270E1,9.942501783E-3
1.698952557E1,-9.227484465E-3
1.699457229E1,-1.863133907E-2
1.699963953E1,-1.127585769E-2
1.700470588E1,-2.768209577E-2
1.700977130E1,-2.262672782E-2
1.701483885E1,-5.793511868E-3
1.701990421E1,-1.517942548E-2
1.702497203E1,-1.751121879E-2
1.703003656E1,-3.154489398E-2
1.703510630E1,-7.505148649E-3
1.704017057E1,-3.829744458E-2
1.704523734E1,-2.127876878E-2
1.705032067E1,-3.058764338E-2
1.705537270E1,-1.854035258E-2
1.706044583E1,-4.168897867E-3
1.706551822E1,-4.216998816E-3
1.707057916E1,-3.272172809E-2
1.707564088E1,-1.590579748E-2
1.708068645E1,5.573302507E-3
1.708574713E1,-3.904581070E-3
1.709081302E1,-3.949207067E-2
1.709585250E1,-2.251282334E-2
1.710090989E1,1.448780298E-3
1.710598661E1,-1.760390401E-2
1.711104859E1,-3.654980659E-2
1.711612046E1,-1.722225547E-2
1.712118713E1,-1.468455791E-2
1.712624281E1,-2.405411005E-2
1.713130796E1,-1.902899146E-2
1.713637359E1,2.539366484E-3
1.714144026E1,7.603496313E-3
1.714650692E1,-6.143602729E-2
1.715157333E1,2.187642455E-2
1.715664000E1,-1.582387090E-2
1.716173505E1,-6.312873960E-2
1.716697572E1,3.222543001E-2
1.717189744E1,-2.731490135E-2
1.717696598E1,1.331835985E-2
1.718203062E1,1.787295938E-2
1.718711682E1,-3.689742088E-2
1.719216838E1,3.870427608E-3
1.719722781E1,-1.742175221E-2
1.720229463E1,6.599020958E-2
1.720738026E1,1.280506551E-1
1.721242536E1,-1.538693309E-1
1.721749375E1,-2.684864402E-1
1.722256083E1,1.482661366E-1
1.722763541E1,8.438676596E-3
1.723270067E1,-4.809081554E-2
1.723775281E1,-5.039951205E-2
1.724283921E1,-1.222096086E-1
1.724790171E1,-4.875414968E-1
1.725295906E1,-1.053430080E0
1.725800557E1,-1.120600224E0
1.726307078E1,-1.242100835E0
1.726814364E1,-1.195609093E0
1.727321812E1,-8.339716196E-1
1.727823427E1,-1.836208850E-1
1.728329802E1,2.573041320E-1
1.728836614E1,4.598184824E-1
1.729343072E1,6.205656528E-1
1.729849713E1,6.065316200E-1
1.730356354E1,3.528226018E-1
1.730863020E1,-6.726211309E-2
1.731370182E1,-3.398036957E-1
1.731877734E1,-6.654552221E-1
1.732383963E1,-9.310524464E-1
1.732889900E1,-9.656318426E-1
1.733396385E1,-8.389371634E-1
1.733905020E1,-7.038841844E-1
1.734419453E1,-4.890424609E-1
1.734922250E1,-4.070376754E-1
1.735428536E1,-3.851386607E-1
1.735935302E1,-3.081452250E-1
1.736443796E1,-2.816718817E-1
1.736952375E1,-2.673324347E-1
1.737456395E1,-3.385512531E-1
1.737961244E1,-3.954104483E-1
1.738470390E1,-4.589875937E-1
1.738977250E1,-5.572628379E-1
1.739481432E1,-6.114584208E-1
1.739988041E1,-6.014026999E-1
1.740494484E1,-6.009179354E-1
1.741002734E1,-6.642956734E-1
1.741509348E1,-6.656804085E-1
1.742016505E1,-6.699343920E-1
1.742522468E1,-7.636263371E-1
1.743029031E1,-8.922123909E-1
1.743532984E1,-1.086903334E0
1.744040411E1,-1.194524169E0
1.744546270E1,-1.344323397E0
1.745053822E1,-1.538003802E0
1.745556494E1,-1.674846768E0
1.746062442E1,-1.848782420E0
1.746569151E1,-1.955264926E0
1.747075385E1,-2.036764145E0
1.747585317E1,-2.086731434E0
1.748088890E1,-2.110370636E0
1.748595380E1,-2.031792402E0
1.749102984E1,-1.877672195E0
1.749609723E1,-1.793561697E0
1.750116135E1,-1.641021252E0
1.750621890E1,-1.553724051E0
1.751132406E1,-1.528930068E0
1.751639593E1,-1.635203123E0
1.752147354E1,-1.664739490E0
1.752654411E1,-1.701319098E0
1.753160427E1,-1.733037710E0
1.753667411E1,-1.905573964E0
1.754174333E1,-2.070655107E0
1.754681390E1,-2.209868670E0
1.755187135E1,-2.557002544E0
1.755693994E1,-2.594216824E0
1.756200614E1,-1.577834964E0
1.756711187E1,-1.827949643E0
1.757213572E1,-2.527021408E0
1.757720697E1,-2.838107824E0
1.758227328E1,-2.994110107E0
1.758736046E1,-3.298098326E0
1.759241515E1,-2.427615643E0
1.759748348E1,-8.082104921E-1
1.760254807E1,-6.462920904E-1
1.760760760E1,-1.730406284E0
1.761266859E1,-2.141158104E0
1.761773500E1,-2.181090593E0
1.762278713E1,-2.120478868E0
1.762789885E1,-1.685445070E0
1.763291619E1,-1.558490515E0
1.763798286E1,-2.083035707E0
1.764304645E1,-2.287951469E0
1.764811458E1,-2.191896677E0
1.765314843E1,-1.913247108E0
1.765821072E1,-1.629249573E0
1.766328755E1,-1.292361021E0
1.766834406E1,-1.255043507E0
1.767344656E1,-1.146108627E0
1.767847713E1,-1.142930746E0
1.768354276E1,-2.403077602E0
1.768860885E1,-9.308171272E-2
1.769367531E1,-4.949046969E-1
1.769878604E1,-1.653848648E0
1.770393666E1,-1.768039584E0
1.770893052E1,-1.759681106E0
1.771399900E1,-1.731866121E0
1.771907302E1,-2.507734776E0
1.772412468E1,-1.783947349E0
1.772919739E1,1.560323387E-1
1.773426265E1,8.362859488E-1
1.773933437E1,-2.408916354E-1
1.774439729E1,-1.772624969E0
1.774946223E1,-1.856330395E0
1.775452650E1,-1.159668446E0
1.775959286E1,-8.708586544E-2
1.776468250E1,3.615462780E-1
1.776974114E1,-3.330523670E-1
1.777485072E1,-4.561194181E-1
1.777988140E1,-3.990085423E-1
1.778494989E1,5.191847682E-2
1.779002541E1,-2.918231785E-1
1.779504932E1,-5.999897718E-1
1.780010250E1,-7.675683498E-1
1.780516786E1,-3.871817291E-1
1.781023687E1,-1.433334351E-1
1.781527531E1,-1.513296664E-1
1.782033604E1,-8.536532521E-2
1.782540093E1,-6.116585433E-2
1.783047156E1,-2.013059258E-1
1.783553354E1,-1.771359146E-2
1.784059942E1,5.508906245E-1
1.784566552E1,6.448642612E-1
1.785073276E1,2.760598958E-1
1.785580380E1,-6.312087923E-2
1.786090296E1,-9.584297240E-2
1.786593088E1,-1.365429759E-1
1.787100713E1,-1.760473549E-1
1.787607880E1,-5.366440117E-2
1.788115119E1,2.007139027E-1
1.788628234E1,3.036397099E-1
1.789131708E1,4.403112233E-1
1.789638234E1,7.102944851E-1
1.790144859E1,8.326123357E-1
1.790651671E1,7.349002361E-1
1.791158380E1,7.940304875E-1
1.791665286E1,9.576135278E-1
1.792172619E1,7.104812860E-1
1.792679640E1,5.392030478E-1
1.793184750E1,4.504817426E-1
1.793691458E1,2.090746462E-1
1.794198000E1,-1.525436938E-1
