"t (s)","a (m/s²)"
4.415020802E1,4.074674845E-2
4.415526963E1,1.424285769E-2
4.416033130E1,3.077441454E-2
4.416539296E1,3.058856726E-2
4.417053531E1,2.560150623E-2
4.417559697E1,4.441395402E-2
4.418065864E1,2.738454938E-2
4.418572026E1,4.137322307E-2
4.419078192E1,2.446740866E-2
4.419584359E1,3.378716111E-2
4.420093640E1,2.640059590E-2
4.420599807E1,2.149721980E-2
4.421105973E1,2.598085999E-2
4.421612135E1,2.573093772E-2
4.422118302E1,4.216673970E-2
4.422624468E1,3.006318212E-2
4.423134239E1,2.977898717E-2
4.423640406E1,2.479547262E-2
4.424146572E1,2.461034060E-2
4.424652734E1,4.575163126E-2
4.425158900E1,2.508461475E-4
4.425665067E1,3.357979655E-2
4.426170958E1,3.326657414E-2
4.426677124E1,2.582642436E-2
4.427183291E1,3.507995605E-2
4.427689453E1,8.672416210E-3
4.428195619E1,2.757102251E-2
4.428701781E1,2.013209462E-2
4.429207359E1,2.477729321E-2
4.429713526E1,2.695918083E-2
4.430219692E1,3.863367438E-2
4.430725854E1,3.352436423E-2
4.431232020E1,2.846050262E-2
4.431738187E1,6.917029619E-3
4.432248484E1,5.201336741E-2
4.432754650E1,1.353505254E-2
4.433260817E1,4.437488317E-2
4.433766979E1,1.552012563E-2
4.434273145E1,2.734780312E-2
4.434779312E1,1.531863213E-2
4.435292468E1,2.704066038E-2
4.435798635E1,2.445834875E-2
4.436304802E1,-4.233330488E-3
4.436810963E1,4.095864296E-2
4.437317130E1,4.296523333E-2
4.437823296E1,4.494932294E-2
4.438332541E1,-4.893839359E-4
4.438838703E1,8.989155293E-3
4.439344874E1,2.556452155E-2
4.439851036E1,-3.084331751E-3
4.440357203E1,5.159732699E-2
4.440863369E1,3.218162060E-2
4.441377328E1,-8.451759815E-3
4.441883494E1,3.682163358E-2
4.442389661E1,2.222526073E-2
4.442895822E1,1.007694006E-2
4.443401989E1,2.188926935E-2
4.443908156E1,3.123334050E-2
4.444411328E1,3.099727631E-2
4.444917494E1,2.125832438E-2
4.445423656E1,9.170085192E-3
4.445929822E1,4.364043474E-3
4.446435989E1,3.290480375E-2
4.446942150E1,4.145622253E-3
4.447447687E1,2.546042204E-2
4.447953854E1,2.051004767E-2
4.448460020E1,1.322537661E-2
4.448966182E1,2.026325464E-2
4.449472348E1,1.304131746E-2
4.449978515E1,3.195843101E-2
4.450487557E1,4.354482889E-2
4.450993723E1,1.944234967E-2
4.451499890E1,1.876950264E-4
4.452008119E1,2.628347278E-2
4.452514276E1,3.558522463E-2
4.453022015E1,1.873078942E-2
4.453528177E1,1.854416728E-2
4.454034343E1,3.260946274E-2
4.454540505E1,2.280214429E-2
4.455046671E1,4.633411765E-2
4.455552838E1,2.453473210E-2
4.456064750E1,4.092231393E-2
4.456570916E1,2.397119999E-2
4.457077083E1,1.671838760E-2
4.457583244E1,3.085380793E-2
4.458089411E1,2.829471231E-2
4.458595578E1,2.559503913E-2
4.459103354E1,2.524381876E-2
4.459609520E1,2.505782247E-2
4.460115687E1,2.487051487E-2
4.460621848E1,3.661167622E-2
4.461128015E1,5.339115858E-3
4.461634182E1,3.371274471E-2
4.462142671E1,9.692281485E-3
4.462648838E1,4.879057407E-3
4.463155000E1,-4.642218351E-3
4.463661166E1,2.541720867E-3
4.464167333E1,2.391612530E-2
4.464673494E1,1.423621178E-2
4.465182333E1,4.634112120E-3
4.465688500E1,1.168581843E-2
4.466194666E1,-3.255307674E-4
4.466700828E1,1.394620538E-2
4.467206994E1,-3.525614738E-4
4.467713161E1,2.337232232E-2
4.468218947E1,3.269833326E-2
4.468725114E1,1.349511743E-2
4.469231281E1,8.757203817E-3
4.469737442E1,4.904064536E-2
4.470243609E1,4.379540682E-2
4.470749776E1,5.440503359E-3
4.471263427E1,3.159490228E-2
4.471769593E1,4.327425361E-2
4.472275755E1,1.917693019E-2
4.472781921E1,2.853789926E-2
4.473288088E1,3.313043714E-2
4.473794255E1,5.182805657E-2
4.474303286E1,2.048340440E-2
4.474809453E1,1.277834177E-3
4.475315619E1,1.553905010E-2
4.475821781E1,3.200775385E-2
4.476327947E1,3.889200091E-2
4.476834109E1,1.488605142E-2
4.477342348E1,5.274713039E-4
4.477848515E1,7.619112730E-3
4.478354682E1,5.270949006E-2
4.478860843E1,2.135485411E-2
4.479367010E1,-2.611905336E-3
4.479873177E1,2.350735664E-2
4.480381848E1,2.807840705E-2
4.480888015E1,3.266617656E-2
4.481394177E1,2.053776383E-2
4.481900343E1,6.079971790E-3
4.482406510E1,-3.402143717E-3
4.482912671E1,2.272653580E-2
4.483417562E1,3.923642635E-2
4.483923729E1,3.660464287E-2
4.484429895E1,2.956598997E-3
4.484936057E1,1.704761386E-2
4.485442218E1,2.410569787E-2
4.485948390E1,1.199653745E-2
4.486457479E1,1.429376006E-2
4.486963645E1,-9.669095278E-3
4.487469807E1,6.954789162E-3
4.487975973E1,2.060294151E-3
4.488482140E1,-5.062013865E-3
4.488988307E1,-1.454687119E-2
4.489503166E1,1.172131300E-2
4.490009333E1,-9.789645672E-3
4.490515500E1,-2.614885569E-3
4.491021661E1,6.872773170E-3
4.491527828E1,1.870897412E-2
4.492033994E1,2.049893141E-3
4.492543963E1,2.106904984E-3
4.493050130E1,4.486766458E-2
4.493556296E1,2.070781589E-2
4.494062458E1,1.094761491E-2
4.494568625E1,2.750381827E-2
4.495074791E1,2.254217863E-2
4.495585526E1,2.474871278E-2
4.496091687E1,-3.994584084E-3
4.496597854E1,-8.688002825E-3
4.497104020E1,-8.643329144E-3
4.497610182E1,-1.426041126E-3
4.498116348E1,1.998150349E-2
4.498620000E1,1.281332970E-2
4.499126166E1,3.653544188E-2
4.499632328E1,7.748872042E-3
4.500138494E1,-4.117041826E-3
4.500644661E1,1.246342063E-2
4.501150822E1,-1.142641902E-2
4.501656364E1,1.719388366E-2
4.502162531E1,1.220840216E-2
4.502668692E1,7.264465094E-3
4.503174859E1,4.737228155E-3
4.503681026E1,1.421284676E-2
4.504187192E1,9.414047003E-3
4.504696031E1,4.661321640E-3
4.505202197E1,-9.612113237E-3
4.505708364E1,4.791915417E-3
4.506214526E1,9.625792503E-3
4.506720692E1,2.149680257E-2
4.507226859E1,1.901283860E-2
4.507744150E1,7.001549006E-3
4.508250317E1,-1.436311007E-2
4.508756484E1,4.825919867E-3
4.509262651E1,-1.894816756E-2
4.509768812E1,-2.109512687E-2
4.510274979E1,7.657825947E-3
4.510782484E1,2.424427867E-2
4.511288651E1,7.484197617E-3
4.511794817E1,-4.390865564E-3
4.512300984E1,5.212903023E-3
4.512807145E1,2.889424562E-2
4.513313312E1,5.237543583E-2
4.513821078E1,4.245835543E-2
4.514327239E1,8.920550346E-3
4.514833406E1,2.549079061E-2
4.515339567E1,3.242364526E-2
4.515845734E1,1.792171597E-2
4.516351901E1,2.016654611E-2
4.516859843E1,1.062238216E-2
4.517366005E1,-2.513262630E-2
4.517872171E1,3.601908684E-3
4.518378338E1,1.541331410E-2
4.518884505E1,1.999968290E-2
4.519390666E1,2.935948968E-2
4.519895072E1,2.903532982E-2
4.520401239E1,9.706437588E-3
4.520907406E1,4.036998749E-2
4.521413567E1,2.094665170E-2
4.521919734E1,-1.003634930E-2
4.522425900E1,-1.003533602E-2
4.522935255E1,6.695806980E-3
4.523441421E1,-4.679560661E-4
4.523947583E1,-4.974901676E-4
4.524453750E1,9.033143520E-3
4.524959916E1,-5.325943232E-3
4.525466078E1,6.614774466E-3
4.525980713E1,1.721680164E-3
4.526486880E1,-3.025084734E-3
4.526993046E1,8.893609047E-3
4.527499208E1,3.021514416E-2
4.528005375E1,1.826047897E-2
4.528511541E1,1.602321863E-3
4.529020348E1,-8.230209351E-4
4.529526515E1,3.483840823E-2
4.530032682E1,-1.011431217E-3
4.530538843E1,-2.004072070E-2
4.531045010E1,8.651405573E-3
4.531551171E1,2.760225534E-2
4.532062130E1,8.334219456E-3
4.532568296E1,5.907863379E-3
4.533074463E1,1.068040729E-2
4.533580630E1,1.159995794E-3
4.534086791E1,-1.308140159E-2
4.534592958E1,2.510976791E-2
4.535097859E1,1.066589355E-2
4.535604026E1,3.523945808E-3
4.536110187E1,3.565281630E-3
4.536616354E1,-1.080033183E-2
4.537122520E1,3.201875091E-2
4.537628682E1,1.767069101E-2
4.538134130E1,-6.158471107E-3
4.538640296E1,1.296782494E-2
4.539146463E1,3.428310156E-3
4.539652625E1,1.292335987E-2
4.540158791E1,1.051080227E-2
4.540664958E1,-6.241798401E-3
4.541174052E1,1.283326745E-2
4.541680218E1,3.297716379E-3
4.542186385E1,1.991194487E-2
4.542692546E1,3.628933430E-2
4.543198713E1,1.462855935E-2
4.543704880E1,-4.486030340E-2
4.544219067E1,-3.258696198E-2
4.544725234E1,2.466973662E-2
4.545231401E1,-8.774727583E-3
4.545737562E1,-1.507133245E-3
4.546243729E1,3.173887730E-3
4.546749895E1,-6.440192461E-3
4.547259609E1,-1.569986343E-3
4.547765776E1,5.588352680E-3
4.548271942E1,2.931582928E-2
4.548778104E1,1.003378630E-2
4.549284270E1,9.968817234E-3
4.549790437E1,1.227709651E-2
4.550300572E1,-1.166960597E-2
4.550806734E1,9.823262691E-3
4.551312900E1,2.579092979E-4
4.551819067E1,2.600729465E-3
4.552325234E1,4.871934652E-3
4.552831395E1,-4.600107670E-3
4.553340770E1,-1.166963577E-2
4.553846942E1,-4.473537207E-3
4.554353104E1,-1.397752762E-2
4.554859270E1,-1.864838600E-2
4.555365437E1,-1.124361157E-2
4.555871598E1,1.747643948E-2
4.556376807E1,1.017081738E-2
4.556882973E1,5.533397198E-4
4.557389140E1,-8.931934834E-3
4.557895302E1,1.972249150E-2
4.558401468E1,3.383284807E-2
4.558907635E1,1.451036334E-2
4.559412802E1,2.618181705E-2
4.559918968E1,-1.434695721E-2
4.560425135E1,1.667323709E-2
4.560931296E1,-1.799464226E-4
4.561437463E1,-5.017846823E-3
4.561943630E1,1.162213087E-2
4.562458244E1,-2.408304811E-2
4.562964411E1,-1.446855068E-2
4.563470578E1,-1.675128937E-2
4.563976739E1,1.898512244E-2
4.564482906E1,-2.537131310E-3
4.564989072E1,2.311497927E-3
4.565499802E1,-9.516984224E-3
4.566005968E1,8.028745651E-5
4.566512135E1,7.178485394E-3
4.567018296E1,3.802496195E-2
4.567524463E1,4.247781634E-2
4.568030630E1,2.777945995E-2
4.568539005E1,1.331347227E-2
4.569045166E1,3.460386395E-2
4.569551333E1,4.140865803E-2
4.570057500E1,1.252087951E-2
4.570563661E1,2.886623144E-3
4.571069828E1,1.001065969E-2
4.571572296E1,7.624715567E-3
4.572078463E1,1.708483696E-2
4.572584630E1,2.655804157E-3
4.573090791E1,-6.849825382E-3
4.573596958E1,9.854644537E-3
4.574103124E1,1.697269082E-2
4.574612062E1,-2.151459455E-3
4.575118229E1,-4.591733217E-3
4.575624395E1,-9.335130453E-3
4.576130557E1,1.684015989E-2
4.576636723E1,2.622064948E-2
4.577142890E1,2.834424376E-2
4.577653609E1,4.377216101E-3
4.578159776E1,3.044107556E-2
4.578665942E1,1.598268747E-3
4.579172104E1,6.250530481E-3
4.579678270E1,-8.085340261E-3
4.580184437E1,-2.705284953E-2
4.580699661E1,-6.746351719E-4
4.581205828E1,-2.973854542E-3
4.581711994E1,1.919120550E-3
4.582218156E1,-2.178153396E-2
4.582724322E1,-2.015233040E-4
4.583230489E1,2.120146155E-2
4.583736932E1,4.469633102E-3
4.584243098E1,9.254157543E-3
4.584749265E1,-3.585219383E-4
4.585255427E1,9.110361338E-3
4.585761593E1,6.680369377E-3
4.586267760E1,-5.182296038E-3
4.586778083E1,-4.217028618E-4
4.587284244E1,-2.178218961E-2
4.587790411E1,4.496812820E-3
4.588296572E1,4.475176334E-3
4.588802739E1,-4.993587732E-3
4.589308906E1,-1.329779625E-4
4.589811687E1,-2.439975739E-3
4.590317854E1,2.363148332E-2
4.590824020E1,-9.902775288E-3
4.591330182E1,1.870769262E-2
4.591836348E1,1.387140155E-2
4.592342515E1,1.140457392E-2
4.592850723E1,-2.924978733E-3
4.593356890E1,1.817047596E-3
4.593863057E1,-7.681578398E-3
4.594369218E1,9.032666683E-3
4.594875385E1,-2.190029621E-2
4.595381552E1,-2.169349790E-2
4.595892770E1,-1.436728239E-2
4.596398937E1,-2.621069551E-2
4.596905104E1,-2.122256160E-2
4.597411265E1,1.218402386E-2
4.597917432E1,3.348097205E-2
4.598423598E1,9.465217590E-3
4.598934817E1,-1.435020566E-2
4.599440984E1,-1.420632005E-2
4.599947150E1,-2.142369747E-3
4.600453312E1,-6.961047649E-3
4.600959479E1,2.450644970E-4
4.601465645E1,-9.139180183E-3
4.601976057E1,1.718884706E-2
4.602482223E1,7.614135742E-3
4.602988390E1,-9.105831385E-3
4.603494552E1,2.429828048E-2
4.604000718E1,-4.392027855E-3
4.604506885E1,-2.333822846E-2
4.605017421E1,1.251098514E-2
4.605523588E1,3.148171306E-2
4.606029750E1,2.173584700E-2
4.606535916E1,2.540647984E-4
4.607042078E1,-3.060293198E-2
4.607548244E1,5.251735449E-3
4.608050354E1,1.948252320E-2
4.608556520E1,2.161306143E-2
4.609062687E1,-2.611118555E-2
4.609568848E1,-2.576515079E-2
4.610075015E1,1.248529553E-2
4.610581182E1,-2.328523993E-2
4.611089755E1,6.800889969E-4
4.611595921E1,5.337208509E-3
4.612102088E1,5.259305239E-3
4.612608250E1,5.182057619E-3
4.613114416E1,1.455554366E-2
4.613620583E1,-2.173006535E-3
4.614130635E1,4.940897226E-3
4.614636802E1,-1.170757413E-2
4.615142968E1,1.691794395E-2
4.615649130E1,-4.529356956E-3
4.616155296E1,-9.119898081E-3
4.616661458E1,1.235458255E-2
4.617174624E1,-4.358232021E-3
4.617680791E1,-1.930534840E-3
4.618186958E1,-2.797183394E-2
4.618693119E1,-1.638412476E-3
4.619199286E1,2.447557449E-2
4.619705453E1,-1.382243633E-2
4.620214718E1,-2.798843384E-2
4.620720890E1,1.502594352E-2
4.621227057E1,-1.126360893E-2
4.621733218E1,7.749080658E-3
4.622239385E1,-1.853853464E-3
4.622745546E1,-1.127266884E-2
4.623254796E1,2.679628134E-2
4.623760963E1,-4.342466593E-3
4.624267125E1,1.234397292E-2
4.624773291E1,-2.104985714E-2
4.625279453E1,-2.566173673E-2
4.625785619E1,3.077179193E-3
4.626288625E1,1.257506013E-2
4.626794791E1,-1.353222132E-2
4.627300958E1,-1.097324491E-2
4.627807119E1,-3.684490919E-3
4.628313286E1,1.067012548E-2
4.628819453E1,8.172243834E-3
4.629328854E1,3.420713544E-2
4.629835020E1,7.929503918E-4
4.630341187E1,-1.112759113E-2
4.630847348E1,1.273638010E-2
4.631353515E1,1.265174150E-2
4.631859682E1,-8.864134550E-3
4.632378916E1,7.857590914E-3
4.632885083E1,-2.069565654E-2
4.633391250E1,-1.337793469E-2
4.633897411E1,5.808532238E-3
4.634403578E1,3.195893764E-2
4.634909744E1,5.531102419E-3
4.635413750E1,-1.625835896E-3
4.635919916E1,1.265957952E-2
4.636426083E1,5.344808102E-3
4.636932244E1,7.647991180E-3
4.637438411E1,-9.072273970E-3
4.637944578E1,5.225956440E-3
4.638453900E1,4.529356956E-4
4.638960062E1,2.660155296E-2
4.639466229E1,-1.641041040E-2
4.639972395E1,-1.387944818E-2
4.640478562E1,-1.131758094E-2
4.640984729E1,-1.595568657E-2
4.641492656E1,-6.243914366E-3
4.641998822E1,-2.047854662E-2
4.642504984E1,-1.321750879E-2
4.643011151E1,1.167356968E-3
4.643517312E1,-2.014586329E-2
4.644023484E1,-1.278066635E-2
4.644531421E1,1.827877760E-2
4.645037588E1,-1.273688674E-2
4.645543755E1,6.392210722E-3
4.646049916E1,1.586255431E-2
4.646556083E1,1.580107212E-2
4.647062250E1,1.806643605E-2
4.647567718E1,2.268841863E-2
4.648073885E1,1.069799066E-2
4.648580052E1,1.072600484E-2
4.649086218E1,3.476589918E-3
4.649592380E1,1.296842098E-2
4.650098546E1,2.486079931E-2
4.650612963E1,1.023054123E-3
4.651119130E1,-3.663033247E-3
4.651625296E1,-5.986541510E-3
4.652131458E1,-3.539651632E-3
4.652637624E1,-8.187681437E-3
4.653143791E1,1.401364803E-3
4.653652885E1,1.091343164E-2
4.654159052E1,2.039533854E-2
4.654665213E1,3.618091345E-3
4.655171380E1,-5.843490362E-3
4.655677546E1,-1.290556788E-2
4.656183713E1,-2.465420961E-2
4.656695000E1,-1.962339878E-2
4.657201166E1,1.138868928E-2
4.657707333E1,6.610572338E-3
4.658213494E1,-1.475933194E-2
4.658719661E1,1.388594508E-2
4.659225822E1,-1.704391837E-2
4.659730000E1,2.592542768E-2
4.660236166E1,4.235962033E-2
4.660742333E1,8.822619915E-3
4.661248494E1,1.832759380E-2
4.661754661E1,3.239750862E-2
4.662260822E1,1.212120056E-3
4.662766921E1,-1.535323262E-2
4.663273088E1,2.512827516E-2
4.663779255E1,8.259505033E-3
4.664285416E1,1.053562760E-2
4.664791583E1,-8.482903242E-3
4.665297750E1,1.209914684E-3
4.665807385E1,-1.298218966E-2
4.666313552E1,2.045708895E-2
4.666819718E1,3.688478470E-2
4.667325880E1,-2.279236913E-2
4.667832046E1,-2.258095145E-2
4.668338213E1,-5.748152733E-3
4.668853744E1,-2.700516582E-2
4.669359911E1,-1.715523005E-2
4.669866078E1,1.863947511E-2
4.670372244E1,-5.246937275E-3
4.670878406E1,-1.716357470E-2
4.671384572E1,4.276633263E-3
4.671892020E1,-5.187392235E-3
4.672398187E1,-5.122691393E-3
4.672904354E1,-7.436901331E-3
4.673410515E1,4.469335079E-3
4.673916682E1,6.782650948E-3
4.674422848E1,9.120315313E-3
4.674931671E1,3.039056063E-2
4.675437833E1,4.027873278E-3
4.675944005E1,-3.055930138E-3
4.676450166E1,-2.185708284E-2
4.676956333E1,-1.695728302E-2
4.677462500E1,-2.149629593E-2
4.677970755E1,2.459794283E-3
4.678476921E1,1.661264896E-2
4.678983083E1,-4.881322384E-3
4.679489250E1,1.185882092E-2
4.679995416E1,2.841025591E-2
4.680501583E1,-9.758710861E-3
4.681006687E1,-1.566410065E-4
4.681512854E1,-1.676827669E-2
4.682019020E1,-3.033876419E-5
4.682525182E1,-5.751848221E-6
4.683031348E1,1.421692967E-2
4.683537515E1,1.644054055E-2
4.684045177E1,-1.212912798E-2
4.684551343E1,7.052630186E-3
4.685057510E1,1.419404149E-2
4.685563671E1,1.403948665E-2
4.686069838E1,1.378774643E-2
4.686576005E1,2.076888084E-2
4.687092947E1,1.348823309E-2
4.687599114E1,-9.108185768E-4
4.688105281E1,1.488119364E-3
4.688611442E1,3.869891167E-3
4.689117609E1,-1.276960969E-2
4.689623776E1,-5.465865135E-3
4.690130421E1,6.473183632E-3
4.690636588E1,-3.116339445E-3
4.691142755E1,-1.029965281E-2
4.691648916E1,-7.920950651E-3
4.692155083E1,-1.490798593E-2
4.692661250E1,-2.189171314E-2
4.693170650E1,2.106633782E-2
4.693676817E1,3.779286146E-2
4.694182984E1,-1.451343298E-2
4.694689145E1,-1.238160431E-1
4.695195312E1,-1.614342183E-1
4.695701479E1,-2.628334761E-1
4.696209588E1,-4.704829752E-1
4.696715750E1,-6.311670542E-1
4.697221916E1,-1.316613853E-1
4.697728083E1,2.838482857E-1
4.698234250E1,2.824959159E-1
4.698740416E1,6.111961603E-1
4.699244572E1,9.044567347E-1
4.699750739E1,2.771217823E-1
4.700256906E1,9.675112367E-2
4.700763067E1,5.759176612E-1
4.701269234E1,7.642576694E-1
4.701775400E1,8.061550856E-1
4.702285218E1,6.995195150E-1
4.702791385E1,5.720387697E-1
4.703297552E1,4.862016141E-1
4.703803713E1,3.371703029E-1
4.704309880E1,2.629009485E-1
4.704816046E1,2.246127427E-1
4.705333562E1,2.461819947E-1
4.705838572E1,2.013219297E-1
4.706370416E1,-2.147704363E-2
4.706876578E1,-7.627838850E-2
4.707382739E1,-1.521976590E-1
4.707888906E1,-1.848585010E-1
4.708395072E1,-1.863908172E-1
4.708901234E1,-2.234017551E-1
4.709407400E1,-2.885128558E-1
4.709889401E1,-3.056492805E-1
4.710395567E1,-2.942065597E-1
4.710901734E1,-3.376022577E-1
4.711407895E1,-1.783997297E0
4.711914062E1,-2.878550053E0
4.712420229E1,-2.167682409E0
4.712930265E1,-2.150463104E0
4.713436432E1,-2.882607698E0
4.713942593E1,-2.993781805E0
4.714448760E1,-2.703171253E0
4.714954921E1,-2.128215790E0
4.715461088E1,-1.131011605E0
4.715963979E1,-2.220664024E-1
4.716470145E1,2.986842394E-1
4.716976312E1,5.343925357E-1
4.717482473E1,6.252397299E-1
4.717988640E1,5.691046715E-1
4.718494807E1,2.916001379E-1
4.719003260E1,4.466289282E-2
4.719509427E1,-1.380615085E-1
4.720015593E1,-2.076765299E-1
4.720521755E1,-2.796007991E-1
4.721027921E1,-4.060388803E-1
4.721534088E1,-3.959899545E-1
4.722044822E1,-3.455781341E-1
4.722550989E1,-2.386515439E-1
4.723057156E1,-2.207486331E-1
4.723563317E1,-2.860103250E-1
4.724069484E1,-4.146088958E-1
4.724575650E1,-5.710318089E-1
4.725090447E1,-6.033484936E-1
4.725596614E1,-6.446561813E-1
4.726102781E1,-7.458374500E-1
4.726608942E1,-6.950895190E-1
4.727115109E1,-6.306478977E-1
4.727621276E1,-4.468702674E-1
4.728128473E1,1.379768252E-1
4.728634640E1,3.724879324E-1
4.729140807E1,3.233942091E-1
4.729646968E1,1.080678999E-1
4.730153135E1,-1.138481200E-1
4.730659296E1,-4.423355162E-1
4.731171041E1,-7.412326336E-1
4.731677208E1,-8.961154222E-1
4.732183375E1,-9.330511689E-1
4.732689536E1,-1.141888261E0
4.733195697E1,-1.237522483E0
4.733701869E1,-1.315682411E0
4.734202739E1,-1.331827164E0
4.734708906E1,-1.273786545E0
4.735215072E1,-1.282372117E0
4.735721234E1,-1.292990685E0
4.736227400E1,-1.351679325E0
4.736733562E1,-1.348797321E0
4.737241885E1,-1.481115103E0
4.737748052E1,-1.492555499E0
4.738254218E1,-1.604305863E0
4.738760380E1,-1.613399744E0
4.739266546E1,-1.524654627E0
4.739772713E1,-1.487468839E0
4.740285505E1,-1.516443729E0
4.740791671E1,-1.584875703E0
4.741297838E1,-1.601044178E0
4.741804000E1,-2.161456585E0
4.742310166E1,-1.334571123E0
4.742816333E1,-4.205565155E-2
4.743327302E1,-3.567203283E-1
4.743833468E1,-1.522620082E0
4.744339635E1,-2.558738232E0
4.744845796E1,-2.845936537E0
4.745351963E1,-1.257330894E0
4.745858130E1,1.634590030E-1
4.746366489E1,7.432754338E-2
4.746872656E1,-6.746659875E-1
4.747378822E1,-1.237390280E0
4.747884984E1,-1.415660143E0
4.748391150E1,-1.256192684E0
4.748897317E1,-9.932547808E-1
4.749405937E1,-5.999263525E-1
4.749912104E1,-3.346215487E-1
4.750418265E1,-4.603626430E-1
4.750924432E1,-5.919960141E-1
4.751430598E1,-7.405216694E-1
4.751936760E1,-9.484950304E-1
4.752441463E1,-7.836900949E-1
4.752947630E1,-5.408121347E-1
4.753453796E1,-4.797671437E-1
4.753959958E1,-6.678261757E-1
4.754466124E1,-9.012404680E-1
4.754972291E1,-1.032713175E0
4.755481718E1,-1.039924979E0
4.755987885E1,-9.270240068E-1
4.756494052E1,-9.185676575E-1
4.757000213E1,-7.640684843E-1
4.757506380E1,-6.356189251E-1
4.758012546E1,-9.611553550E-1
4.758530151E1,-1.229963779E0
4.759036312E1,1.348981857E0
4.759542479E1,3.891543746E-1
4.760048640E1,-1.044999719E0
4.760554807E1,-1.364018917E0
4.761060973E1,-1.882782698E0
4.761565937E1,-2.122147083E0
4.762072104E1,-6.197350025E-1
4.762578270E1,1.324066639E0
4.763084432E1,1.448801994E0
4.763590598E1,1.228642315E-1
4.764096765E1,-9.009950757E-1
4.764606119E1,-1.015919447E0
4.765112286E1,-9.063172936E-1
4.765618453E1,-6.670351624E-1
4.766124614E1,1.540513039E-1
4.766630781E1,-6.715444326E-1
4.767136947E1,-4.073047638E-1
4.767646364E1,2.795396447E-1
4.768152531E1,3.000227809E-1
4.768658697E1,1.308887005E-1
4.769164864E1,2.325520515E-1
4.769671026E1,2.277426720E-1
4.770177192E1,1.811380982E-1
4.770680343E1,6.830872595E-2
4.771186510E1,8.499909937E-2
4.771692677E1,-1.019873470E-1
4.772198838E1,-3.966870904E-2
4.772705005E1,1.062589139E-1
4.773211171E1,1.717230678E-1
4.773720635E1,1.041314453E-1
4.774226802E1,5.892188847E-2
4.774732968E1,1.117700487E-1
4.775239130E1,1.189169586E-1
4.775745296E1,2.340934873E-1
4.776251463E1,2.294013351E-1
4.776765166E1,1.222120672E-1
4.777271333E1,1.000485122E-1
4.777777500E1,1.969321817E-1
4.778283661E1,2.633284628E-1
4.778789828E1,3.838800192E-1
4.779295994E1,4.241569042E-1
4.779804734E1,2.815701663E-1
4.780310900E1,3.394460380E-1
4.780817067E1,3.357721567E-1
4.781323229E1,4.205165505E-1
4.781829395E1,2.554030418E-1
4.782335562E1,1.050556526E-1
4.782845687E1,1.209700927E-1
4.783351854E1,7.494862378E-2
4.783858020E1,1.123879105E-2
4.784364182E1,-6.877630949E-2
4.784870348E1,-1.352009326E-1
4.785376515E1,-1.957246959E-1
4.785882677E1,-1.469493806E-1
4.786388843E1,-7.484187186E-2
4.786895005E1,1.744973660E-2
4.787401171E1,-7.607430220E-2
4.787907338E1,-7.609069347E-2
4.788413500E1,-6.663881242E-2
4.788918859E1,-9.959616512E-2
4.789425026E1,5.673557520E-3
4.789931192E1,1.062396914E-2
4.790437354E1,4.311878979E-2
4.790943520E1,1.025780737E-1
4.791449687E1,-3.111816198E-2
4.791959927E1,2.689116895E-1
4.792466093E1,1.208323717E0
4.792972260E1,1.229355693E0
4.793478421E1,1.004610419E0
4.793984588E1,8.828179836E-1
4.794490755E1,8.264472485E-1
4.795004093E1,4.972968400E-1
4.795510260E1,2.757711112E-1
4.796016427E1,-7.575424761E-2
4.796522588E1,-9.444993734E-2
4.797028755E1,-4.569431767E-2
4.797534921E1,-1.107303426E-1
4.798043421E1,-5.265885592E-1
4.798549588E1,-1.516541988E-1
4.799055755E1,1.371984482E-1
4.799561916E1,-3.230762482E-1
4.800068083E1,-4.124864638E-1
4.800574250E1,-8.841860294E-2
4.801084239E1,-4.702372476E-2
4.801590400E1,-2.495658696E-1
4.802096572E1,-3.165396452E-1
4.802602734E1,-8.927103132E-2
4.803108901E1,1.216004789E-1
4.803615067E1,2.289409041E-1
4.804121328E1,4.266041815E-1
4.804627494E1,6.411893964E-1
4.805133661E1,7.242312431E-1
4.805639822E1,7.144439816E-1
4.806145989E1,5.912557840E-1
4.806652151E1,6.090369225E-1
4.807157697E1,7.794801593E-1
4.807663864E1,6.877303720E-1
4.808170031E1,7.379249930E-1
4.808676192E1,8.954145908E-1
4.809182359E1,9.077639580E-1
4.809688526E1,8.807209730E-1
4.810198947E1,9.456536174E-1
4.810705114E1,8.800866008E-1
4.811211281E1,8.407031298E-1
4.811717442E1,7.985309362E-1
4.812223609E1,5.899931192E-1
4.812729776E1,4.311190844E-1
4.813243130E1,3.412853777E-1
4.813749296E1,3.854553401E-1
4.814255463E1,4.186464846E-1
4.814761624E1,5.482045412E-1
4.815267791E1,7.466938496E-1
4.815773958E1,5.772583485E-1
4.816283052E1,6.046925783E-1
4.816789218E1,7.718578577E-1
4.817295385E1,7.831348181E-1
4.817801546E1,6.746639609E-1
4.818307713E1,7.874401212E-1
4.818813874E1,8.842901587E-1
4.819325432E1,8.222513199E-1
4.819831593E1,8.700501323E-1
4.820337760E1,6.565132141E-1
4.820843921E1,6.759277582E-1
4.821350088E1,8.022075295E-1
4.821856255E1,8.091925979E-1
4.822360671E1,8.087808490E-1
4.822866838E1,7.619900107E-1
4.823373005E1,7.726464272E-1
