time,ax,ay,az,am,gx,gy,gz,gm,velx,distx,button
1649249148.0019274,0.01611328125,-0.00677490234375,0.985107421875,0.9852624877501519,0.8544921875,0.06103515625,-2.3193359375,2.9156667266836394,0,0,0
1649249148.0070722,0.01611328125,-0.00677490234375,0.985107421875,0.9852624877501519,-0.3662109375,-1.03759765625,-0.3662109375,8.977356532795445,0.00013090611901134253,5.317480570449229e-07,0
1649249148.0120258,0.01611328125,-0.00677490234375,0.985107421875,0.9852624877501519,-4.2724609375,2.685546875,5.79833984375,4.432934279276719,0.00021117471624165773,1.3837889405593495e-06,0
1649249148.0168746,0.01318359375,-0.005126953125,0.9744873046875,0.9745899649542978,2.50244140625,-4.21142578125,-2.38037109375,8.146307223325213,0.00028225674759596586,2.58098525530992e-06,0
1649249148.0219877,0.01318359375,-0.005126953125,0.9744873046875,0.9745899649542978,-0.732421875,-1.220703125,-10.498046875,5.6857778016778395,0.00034776446409523487,4.146235660723585e-06,0
1649249148.026924,0.0135498046875,-0.00439453125,0.9825439453125,0.9826471969034611,0.06103515625,2.44140625,3.23486328125,6.806719873916571,0.0004155109345447272,6.080490834441121e-06,0
1649249148.031849,0.0135498046875,-0.00439453125,0.9825439453125,0.9826471969034611,-5.126953125,-5.126953125,-1.89208984375,3.6712532328668375,0.00048234403948299587,8.294782371569276e-06,0
1649249148.0367362,0.0150146484375,-0.0069580078125,0.9862060546875,0.9863448868639736,-3.173828125,6.7138671875,1.40380859375,8.011663487846876,0.0005518805701285601,1.0812470735702823e-05,0
1649249148.0416186,0.0150146484375,-0.0069580078125,0.9862060546875,0.9863448868639736,-1.52587890625,3.173828125,-7.4462890625,9.448825709734423,0.0006253338942769915,1.3692002547791016e-05,0
1649249148.046513,0.0157470703125,-0.00732421875,0.98052978515625,0.9806835748508723,-1.0986328125,2.9296875,0.8544921875,4.986239810913111,0.0007006374362390488,1.6937930986948846e-05,0
1649249148.0513864,0.0157470703125,-0.00732421875,0.98052978515625,0.9806835748508723,-0.67138671875,-4.21142578125,-8.6669921875,4.898808028764921,0.0007773021643515676,2.0535610917166158e-05,0
1649249148.0562851,0.01593017578125,-0.0091552734375,0.9737548828125,0.9739282115912459,6.77490234375,-3.47900390625,-1.46484375,7.64914435918442,0.0008547826873837039,2.4527586342398128e-05,0
1649249148.0611553,0.01593017578125,-0.0091552734375,0.9737548828125,0.9739282115912459,2.44140625,3.47900390625,-1.28173828125,4.795825507949998,0.0009325705468654633,2.889145476856099e-05,0
1649249148.066021,0.01593017578125,-0.00604248046875,0.980712890625,0.9808608748995343,-5.2490234375,2.86865234375,3.2958984375,6.134564580723089,0.0010100545623572543,3.361589711385268e-05,0
1649249148.0709233,0.01593017578125,-0.00604248046875,0.980712890625,0.9808608748995343,-0.67138671875,2.5634765625,-4.08935546875,4.761524625205587,0.00108807030483149,3.875352935235089e-05,0
1649249148.0757952,0.01593017578125,-0.005126953125,0.9862060546875,0.9863480310980763,1.40380859375,1.77001953125,-4.0283203125,7.582620290273091,0.001165717636467889,4.4246269109879735e-05,0
1649249148.080713,0.01593017578125,-0.005126953125,0.9862060546875,0.9863480310980763,4.57763671875,-2.5634765625,4.57763671875,10.038381471800859,0.001244063809281215,5.0172040306115454e-05,0
1649249148.0856006,0.015380859375,-0.00677490234375,0.9803466796875,0.9804907355560207,2.01416015625,5.0048828125,0.67138671875,11.453324726023418,0.001320532894169446,5.643540279290631e-05,0
1649249148.0904787,0.015380859375,-0.00677490234375,0.9803466796875,0.9804907355560207,2.01416015625,0.8544921875,3.7841796875,3.481144831933398,0.0013956420807517134,6.306733693935054e-05,0
1649249148.095388,0.015380859375,-0.00677490234375,0.9803466796875,0.9804907355560207,-6.53076171875,-1.77001953125,2.0751953125,6.614927047650158,0.0014710959731019102,7.00990163545875e-05,0
1649249148.1002548,0.015380859375,-0.00677490234375,0.9803466796875,0.9804907355560207,0.42724609375,-2.01416015625,-3.173828125,5.445485357225454,0.0015460181384696625,7.744739387008457e-05,0
1649249148.1051219,0.015380859375,-0.00677490234375,0.9803466796875,0.9804907355560207,-0.3662109375,-2.25830078125,-5.18798828125,2.003032114431389,0.001620921968424227,8.515879469170057e-05,0
1649249148.1100142,0.015380859375,-0.00677490234375,0.9803466796875,0.9804907355560207,4.2724609375,3.2958984375,1.220703125,2.2267378353216185,0.0016962658482952975,9.328349677365736e-05,0
1649249148.1148672,0.015380859375,-0.00677490234375,0.9803466796875,0.9804907355560207,-1.708984375,-3.11279296875,1.77001953125,6.6958097898603075,0.0017709056482999586,0.00010169619273485853,0
