time,ax,ay,az,am,gx,gy,gz,gm,velx,distx,button
1649248876.446849,0.017578125,-0.01116943359375,0.9788818359375,0.9791033630080592,-0.91552734375,-1.64794921875,-32.16552734375,28.00629253865208,0,0,1
1649248876.4519608,0.01812744140625,-0.01116943359375,0.98016357421875,0.9803948146558188,-3.5400390625,-2.9296875,-35.15625,31.153589779798796,0.000144012228702195,5.808484251391965e-07,1
1649248876.4568937,0.01812744140625,-0.01116943359375,0.98016357421875,0.9803948146558188,0.54931640625,2.74658203125,-27.34375,26.019452475036392,0.00023380009224638343,1.5165282146473863e-06,1
1649248876.4617634,0.0003662109375,-0.0040283203125,0.97979736328125,0.9798057126634242,1.40380859375,2.74658203125,-23.37646484375,27.392004214443848,0.00027882274298463017,2.76450446304137e-06,1
1649248876.4669323,0.0003662109375,-0.0040283203125,0.97979736328125,0.9798057126634242,-0.18310546875,1.8310546875,-23.62060546875,25.300158211624257,0.0002806744450936094,4.1790200018248375e-06,1
1649248876.4718883,-0.01519775390625,0.0025634765625,0.9810791015625,0.9812001562670909,0.48828125,-0.48828125,-20.01953125,19.271361283639607,0.00024319552903762087,5.502776200905744e-06,1
1649248876.4767563,-0.01519775390625,0.0025634765625,0.9810791015625,0.9812001562670909,-4.0283203125,-1.3427734375,-8.85009765625,13.789083248479432,0.0001689333948888816,6.509687275529051e-06,1
1649248876.482132,-0.02911376953125,0.0076904296875,0.978515625,0.9789788468880406,-0.18310546875,3.11279296875,-6.04248046875,11.931397381087582,5.753929872298613e-05,7.0790136957035385e-06,1
1649248876.487174,-0.02911376953125,0.0076904296875,0.978515625,0.9789788468880406,-0.54931640625,-4.2724609375,-2.38037109375,7.430763944831143,-9.762570698512718e-05,6.972201319129824e-06,1
1649248876.4921923,-0.01995849609375,0.00274658203125,0.9796142578125,0.9798214017813215,-3.47900390625,2.99072265625,-4.150390625,4.542508443930571,-0.00021919185383012518,6.1873528995467705e-06,1
1649248876.4977098,-0.01995849609375,0.00274658203125,0.9796142578125,0.9798214017813215,1.40380859375,-0.54931640625,2.9296875,9.539074422093094,-0.00032559138344367966,4.735222440543051e-06,1
1649248876.502699,-0.01995849609375,0.00274658203125,0.9796142578125,0.9798214017813215,-5.4931640625,2.0751953125,-6.77490234375,2.327353023063674,-0.0004309868745622225,2.7375785124237814e-06,1
1649248876.5076158,-0.01995849609375,0.00274658203125,0.9796142578125,0.9798214017813215,-2.38037109375,-2.01416015625,4.2724609375,6.182954717836462,-0.0005288116299198009,3.853959268098825e-07,1
1649248876.5126472,-0.01995849609375,0.00274658203125,0.9796142578125,0.9798214017813215,1.5869140625,2.50244140625,4.5166015625,7.136155714386729,-0.0006289490047493018,-2.5190090466942552e-06,1
1649248876.5175357,-0.01995849609375,0.00274658203125,0.9796142578125,0.9798214017813215,2.685546875,6.65283203125,6.28662109375,3.8228672277318356,-0.0007271972644957714,-5.856911118301729e-06,1
1649248876.5224311,0.0164794921875,-0.00677490234375,0.97998046875,0.9801424345961126,2.5634765625,2.0751953125,-4.08935546875,7.375411102992217,-0.0007356947680818848,-9.43051755355074e-06,1
1649248876.5276802,0.0164794921875,-0.00677490234375,0.97998046875,0.9801424345961126,0.42724609375,-0.6103515625,-1.220703125,10.142309451571117,-0.000655130272207316,-1.2830231481192854e-05,1
1649248876.5328884,0.01318359375,-0.005126953125,0.98016357421875,0.9802656400271235,6.28662109375,-0.54931640625,0.6103515625,7.16532978259913,-0.0005734742953791283,-1.621231068607478e-05,1
1649248876.5388472,0.01318359375,-0.005126953125,0.98016357421875,0.9802656400271235,2.99072265625,-2.13623046875,0.1220703125,5.99823754969284,-0.0004960066507919692,-1.93544800900251e-05,1
1649248876.543803,0.01318359375,-0.005126953125,0.98016357421875,0.9802656400271235,3.96728515625,3.173828125,6.7138671875,10.910962472117086,-0.000428499850386288,-2.1721455174068295e-05,1
1649248876.5487034,0.01318359375,-0.005126953125,0.98016357421875,0.9802656400271235,4.08935546875,1.220703125,2.9296875,5.416332809234268,-0.0003638910930021666,-2.366308790280585e-05,1
