time,ax,ay,az,am,gx,gy,gz,gm,button,vx
1647618839.6011653,0.02947998046875,-0.20965576171875,0.9730224609375,0.995789795669335,-7.75146484375,0.8544921875,-7.4462890625,3.4201478823539793,0,0
1647618839.7068026,0.10491943359375,-0.2142333984375,0.9561767578125,0.9854836521893898,-10.6201171875,-8.36181640625,-9.6435546875,5.653252645203889,0,-0.0034649264925974426
1647618839.812003,0.13385009765625,-0.24700927734375,0.97027587890625,1.0101310375014547,-6.04248046875,0.91552734375,-7.8125,7.995838423968019,0,-0.0014256435140850964
1647618839.917999,0.12872314453125,-0.23382568359375,0.93804931640625,0.9752848908172066,-4.638671875,2.685546875,0.244140625,7.421734457191112,0,0.001890617301978635
1647618840.0238671,0.14886474609375,-0.24755859375,0.94793701171875,0.9909745446555667,1.953125,-1.708984375,-4.21142578125,7.207319052307379,0,0.005997658627165945
1647618840.1296387,0.11810302734375,-0.25396728515625,0.949951171875,0.9903812073863681,-5.7373046875,1.46484375,4.94384765625,9.426128521753515,0,0.009539300944015847
1647618840.2354412,0.1058349609375,-0.2373046875,0.9422607421875,0.9774302327705303,3.11279296875,6.16455078125,-0.30517578125,8.725466052290052,0,0.010805650877591685
1647618840.3411956,0.12542724609375,-0.24774169921875,0.93145751953125,0.9719676199780344,3.60107421875,1.220703125,5.615234375,4.926486201592304,0,0.012458708467602261
1647618840.4473536,0.0838623046875,-0.25396728515625,0.957275390625,0.9939358337304182,7.75146484375,-1.0986328125,-5.9814453125,6.662064891298736,0,0.0129517933295574
1647618840.5530677,0.07818603515625,-0.24884033203125,0.93182373046875,0.9676414788564899,-5.18798828125,-0.732421875,-17.27294921875,11.726535753884207,0,0.010945780859037763
1647618840.6592972,0.13037109375,-0.23583984375,0.94171142578125,0.9795087868072192,-4.0283203125,3.662109375,-8.85009765625,12.252570087035481,0,0.011400290019810194
1647618840.7652428,0.15087890625,-0.22503662109375,0.95068359375,0.9916635504073912,7.14111328125,11.16943359375,-7.62939453125,13.258825331997466,0,0.015704329498112193
1647618840.8712363,0.12652587890625,-0.230712890625,0.9521484375,0.9878379841690811,0.79345703125,-2.5634765625,-9.6435546875,2.3630933450446703,0,0.01980653190548764
1647618840.9772046,0.08624267578125,-0.23748779296875,0.94464111328125,0.9778471679338837,5.0048828125,9.33837890625,-11.962890625,10.02073849549228,0,0.020483066595625127
1647618841.0830712,0.09906005859375,-0.22576904296875,0.95709228515625,0.9883370873731467,-0.732421875,5.9814453125,-16.54052734375,16.37358365230746,0,0.019705091306241224
