time,ax,ay,az,am,gx,gy,gz,gm,velx,distx,button
1649427306.3769212,0.223388671875,-0.09521484375,0.9744873046875,1.0042877437216495,-1.64794921875,-2.74658203125,3.5400390625,4.56092326471421,0,0,0
1649427306.3931072,0.21807861328125,-0.10308837890625,0.9796142578125,1.0088754083362954,3.2958984375,0.8544921875,7.26318359375,4.004669116778381,0,0,0
1649427306.4092646,0.21990966796875,-0.10784912109375,0.9847412109375,1.008789780755909,4.39453125,1.77001953125,6.7138671875,4.407228564095629,0,0,0
1649427306.4254227,0.2197265625,-0.09869384765625,0.96917724609375,0.9986614902854354,3.662109375,-0.1220703125,6.9580078125,9.430474818119249,0,0,0
1649427306.4415808,0.22869873046875,-0.0966796875,0.9635009765625,0.9949794988491003,-1.89208984375,-10.80322265625,-6.103515625,8.09676840920702,0,0,0
1649427306.4577048,0.24444580078125,-0.09979248046875,0.9678955078125,1.0032616820756735,3.47900390625,-4.5166015625,-3.173828125,11.711436214605396,0,0,0
1649427306.4738228,0.20892333984375,-0.10638427734375,0.9583740234375,0.9866343523297781,2.13623046875,-0.3662109375,7.26318359375,5.4444591012203825,0,0,0
1649427306.4922163,0.23272705078125,-0.08404541015625,0.95196533203125,0.9835972267768138,-0.8544921875,-7.2021484375,-2.62451171875,15.851994568269633,0,0,0
1649427306.5090191,0.2369384765625,-0.08038330078125,0.95819091796875,0.9903187123335816,-2.86865234375,-5.18798828125,-3.35693359375,8.586238699603062,0,0,0
1649427306.5251138,0.228515625,-0.09429931640625,0.971923828125,1.0028697221578589,-5.55419921875,-4.21142578125,-0.6103515625,7.732699048884043,0,0,0
1649427306.5411897,0.2120361328125,-0.0860595703125,0.955078125,0.9821098696754696,-4.82177734375,-5.92041015625,-1.15966796875,11.942476253969039,0,0,0
1649427306.5572577,0.21954345703125,-0.085693359375,0.95452880859375,0.9831927215971491,-4.5166015625,-2.3193359375,-1.40380859375,7.2279645229919245,0,0,0
1649427306.5733314,0.22650146484375,-0.10308837890625,0.94061279296875,0.972976132152457,4.57763671875,-2.99072265625,6.77490234375,4.172769686312796,0,0,0
1649427306.5904803,0.22650146484375,-0.10382080078125,0.93475341796875,0.9673911435688696,-3.173828125,0.3662109375,0.30517578125,8.233640315887616,0,0,0
1649427306.6071415,0.2281494140625,-0.1014404296875,0.9422607421875,0.9747808072484732,-10.92529296875,-0.67138671875,-3.60107421875,2.921410630804277,0,0,0
1649427306.6233041,0.22613525390625,-0.1025390625,0.955810546875,0.9875349178206863,1.46484375,7.4462890625,10.80322265625,6.6107019666036,0,0,0
1649427306.639687,0.21734619140625,-0.1087646484375,0.99407958984375,1.0233588552470017,3.11279296875,4.39453125,-2.685546875,3.5410912364160856,0,0,0
