"time","ax"
3.810092844E1,3.684946895E-1
3.810341807E1,3.493520916E-1
3.810594828E1,4.043870270E-1
3.810848110E1,3.948157430E-1
3.811101417E1,3.780659735E-1
3.811354672E1,3.397808075E-1
3.811608057E1,3.732803464E-1
3.811861339E1,3.517449200E-1
3.812115297E1,3.589234054E-1
3.812368214E1,3.948157430E-1
3.812621234E1,3.924229145E-1
3.812874932E1,3.732803464E-1
3.813128656E1,3.684946895E-1
3.813381599E1,3.732803464E-1
3.813634516E1,3.708875179E-1
3.813887719E1,3.589234054E-1
3.814142599E1,3.900300860E-1
3.814393490E1,4.187439680E-1
3.814648823E1,3.948157430E-1
3.814902297E1,3.996013701E-1
3.815155505E1,3.972085714E-1
3.815408000E1,3.732803464E-1
3.815665490E1,3.780659735E-1
3.815915599E1,4.331009090E-1
3.816168568E1,4.091726840E-1
3.816421959E1,3.469592929E-1
3.816675469E1,3.780659735E-1
3.816931802E1,3.661018610E-1
3.817182188E1,3.924229145E-1
3.817435870E1,4.115654826E-1
3.817688380E1,4.115654826E-1
3.817941578E1,3.948157430E-1
3.818197834E1,3.780659735E-1
3.818450193E1,3.708875179E-1
3.818704089E1,3.756731451E-1
3.818955136E1,3.900300860E-1
3.819208349E1,3.828516304E-1
3.819461615E1,3.732803464E-1
3.819714974E1,3.996013701E-1
3.819968193E1,3.661018610E-1
3.820221594E1,3.661018610E-1
3.820475188E1,4.331009090E-1
3.820728807E1,3.661018610E-1
3.820981339E1,3.684946895E-1
3.821234578E1,3.684946895E-1
3.821487578E1,3.684946895E-1
3.821740401E1,3.541377485E-1
3.821993047E1,3.613162339E-1
3.822246198E1,3.637090325E-1
3.822500287E1,3.804588020E-1
3.822752839E1,3.924229145E-1
3.823006120E1,4.091726840E-1
3.823259505E1,3.613162339E-1
3.823514010E1,3.708875179E-1
3.823765964E1,3.469592929E-1
3.824019427E1,3.852444589E-1
3.824272136E1,3.996013701E-1
3.824526953E1,3.589234054E-1
3.824779193E1,3.948157430E-1
3.825032396E1,3.780659735E-1
3.825285781E1,3.756731451E-1
3.825539167E1,3.589234054E-1
3.825792396E1,3.900300860E-1
3.826045651E1,4.091726840E-1
3.826299063E1,3.900300860E-1
3.826552656E1,4.043870270E-1
3.826805677E1,4.019941986E-1
3.827059084E1,4.019941986E-1
3.827312417E1,3.637090325E-1
3.827565646E1,3.445664644E-1
3.827818823E1,3.637090325E-1
3.828072104E1,3.948157430E-1
3.828326193E1,4.043870270E-1
3.828578979E1,3.613162339E-1
3.828832052E1,3.948157430E-1
3.829085281E1,3.732803464E-1
3.829338615E1,3.684946895E-1
3.829592260E1,3.852444589E-1
3.829845255E1,3.613162339E-1
3.830099844E1,3.780659735E-1
3.830351792E1,3.493520916E-1
3.830605464E1,3.349951804E-1
3.830858537E1,3.732803464E-1
3.831111688E1,4.163511395E-1
3.831365021E1,3.852444589E-1
3.831618537E1,3.517449200E-1
3.831871610E1,3.780659735E-1
3.832128391E1,3.900300860E-1
3.832380729E1,4.067798555E-1
3.832633151E1,3.708875179E-1
3.832889302E1,4.019941986E-1
3.833139610E1,3.661018610E-1
3.833391094E1,3.613162339E-1
3.833649188E1,3.756731451E-1
3.833899255E1,4.091726840E-1
3.834152625E1,3.397808075E-1
3.834406063E1,3.804588020E-1
3.834659500E1,3.708875179E-1
3.834915604E1,3.637090325E-1
3.835169287E1,3.828516304E-1
3.835416807E1,3.996013701E-1
3.835672432E1,3.876372576E-1
3.835928912E1,3.613162339E-1
3.836179068E1,3.876372576E-1
3.836435375E1,3.924229145E-1
3.836685974E1,3.924229145E-1
3.836938750E1,3.708875179E-1
3.837195459E1,4.259224236E-1
3.837445026E1,4.331009090E-1
3.837698708E1,3.804588020E-1
3.837952037E1,3.708875179E-1
3.838208443E1,3.756731451E-1
3.838459505E1,4.115654826E-1
3.838713255E1,3.804588020E-1
3.838965047E1,3.852444589E-1
3.839218740E1,3.828516304E-1
3.839473505E1,4.163511395E-1
3.839724912E1,3.852444589E-1
3.839976969E1,3.708875179E-1
3.840230380E1,3.780659735E-1
3.840483349E1,3.804588020E-1
3.840738370E1,3.996013701E-1
3.840990068E1,3.732803464E-1
3.841243349E1,3.972085714E-1
3.841497417E1,3.684946895E-1
3.841749886E1,4.115654826E-1
3.842003141E1,4.283152521E-1
3.842256474E1,3.708875179E-1
3.842509729E1,3.254238665E-1
3.842763427E1,3.804588020E-1
3.843016969E1,3.541377485E-1
3.843269677E1,3.732803464E-1
3.843523870E1,3.780659735E-1
3.843776318E1,3.756731451E-1
3.844030172E1,3.708875179E-1
3.844282854E1,3.948157430E-1
3.844536057E1,4.235295951E-1
3.844789495E1,3.421736360E-1
3.845042974E1,3.613162339E-1
3.845296047E1,3.828516304E-1
3.845549406E1,3.565305769E-1
3.845802610E1,3.924229145E-1
3.846055917E1,3.684946895E-1
3.846309354E1,3.852444589E-1
3.846562610E1,3.900300860E-1
3.846816906E1,3.756731451E-1
3.847069250E1,3.996013701E-1
3.847323417E1,4.067798555E-1
3.847575995E1,3.493520916E-1
3.847829849E1,3.589234054E-1
3.848082479E1,3.852444589E-1
3.848335760E1,3.900300860E-1
3.848589250E1,3.876372576E-1
3.848842610E1,3.613162339E-1
3.849095604E1,3.972085714E-1
3.849348912E1,3.780659735E-1
3.849602479E1,4.115654826E-1
3.849855526E1,4.019941986E-1
3.850113589E1,4.019941986E-1
3.850366578E1,4.259224236E-1
3.850616594E1,4.235295951E-1
3.850873594E1,3.637090325E-1
3.851126484E1,3.684946895E-1
3.851380193E1,3.756731451E-1
3.851633266E1,3.828516304E-1
3.851883802E1,3.349951804E-1
3.852138797E1,4.019941986E-1
3.852389724E1,3.349951804E-1
3.852646781E1,3.900300860E-1
3.852896870E1,3.972085714E-1
3.853149656E1,3.732803464E-1
3.853401849E1,3.876372576E-1
3.853659464E1,3.373879790E-1
3.853909386E1,3.684946895E-1
3.854162995E1,3.661018610E-1
3.854415932E1,3.804588020E-1
3.854669714E1,3.756731451E-1
3.854926302E1,3.684946895E-1
3.855176016E1,3.541377485E-1
3.855430719E1,3.876372576E-1
3.855682865E1,4.525425732E-1
3.855935766E1,3.637090325E-1
3.856192443E1,3.732803464E-1
3.856442485E1,3.900300860E-1
3.856699360E1,3.732803464E-1
3.856949448E1,3.804588020E-1
3.857205766E1,3.541377485E-1
3.857456162E1,3.876372576E-1
3.857709667E1,3.924229145E-1
3.857960771E1,3.900300860E-1
3.858214052E1,3.661018610E-1
3.858467386E1,3.708875179E-1
3.858724693E1,3.756731451E-1
3.858974235E1,3.661018610E-1
3.859227255E1,3.924229145E-1
3.859481375E1,3.756731451E-1
3.859734130E1,3.756731451E-1
3.859986943E1,3.900300860E-1
3.860240693E1,3.732803464E-1
3.860493922E1,3.876372576E-1
3.860749287E1,3.493520916E-1
3.861001292E1,3.900300860E-1
3.861253870E1,3.637090325E-1
3.861508365E1,4.235295951E-1
3.861760432E1,3.948157430E-1
3.862013818E1,3.780659735E-1
3.862266969E1,3.804588020E-1
3.862520250E1,3.637090325E-1
3.862779474E1,3.493520916E-1
3.863027438E1,3.732803464E-1
3.863280146E1,3.948157430E-1
3.863533714E1,3.828516304E-1
3.863786813E1,3.661018610E-1
3.864039990E1,3.948157430E-1
3.864293401E1,3.972085714E-1
3.864546656E1,4.211367965E-1
3.864800224E1,3.924229145E-1
3.865053531E1,3.684946895E-1
3.865307334E1,3.780659735E-1
3.865562302E1,4.067798555E-1
3.865813271E1,3.541377485E-1
3.866066344E1,3.804588020E-1
3.866319677E1,4.163511395E-1
3.866572932E1,3.828516304E-1
3.866826214E1,3.972085714E-1
3.867079860E1,4.139583111E-1
3.867332880E1,3.230310678E-1
3.867586240E1,3.589234054E-1
3.867839469E1,3.876372576E-1
3.868092974E1,3.541377485E-1
3.868348458E1,3.708875179E-1
3.868604235E1,3.924229145E-1
3.868857255E1,3.254238665E-1
3.869107193E1,3.661018610E-1
3.869363870E1,3.708875179E-1
3.869614203E1,3.876372576E-1
3.869867318E1,3.565305769E-1
3.870122334E1,3.996013701E-1
3.870373557E1,3.756731451E-1
3.870627292E1,3.637090325E-1
3.870883547E1,3.972085714E-1
3.871133807E1,4.019941986E-1
3.871385849E1,4.235295951E-1
3.871640344E1,3.517449200E-1
3.871892636E1,3.517449200E-1
3.872149177E1,3.780659735E-1
3.872400073E1,3.780659735E-1
3.872656537E1,3.684946895E-1
3.872906490E1,3.948157430E-1
3.873160354E1,3.661018610E-1
3.873412115E1,3.397808075E-1
3.873669875E1,3.684946895E-1
3.873923104E1,3.876372576E-1
3.874176719E1,3.732803464E-1
3.874426422E1,3.948157430E-1
3.874679807E1,3.684946895E-1
3.874933240E1,3.852444589E-1
3.875189870E1,3.589234054E-1
3.875441380E1,3.589234054E-1
3.875692234E1,3.852444589E-1
3.875944875E1,3.828516304E-1
3.876198052E1,3.900300860E-1
3.876451464E1,4.139583111E-1
3.876704589E1,3.637090325E-1
3.876957948E1,3.972085714E-1
3.877211412E1,3.972085714E-1
3.877465432E1,3.852444589E-1
3.877717766E1,3.972085714E-1
3.877970787E1,3.972085714E-1
3.878224875E1,4.211367965E-1
3.878477766E1,4.211367965E-1
3.878732193E1,3.828516304E-1
3.878984511E1,3.589234054E-1
3.879237844E1,3.732803464E-1
3.879492646E1,4.163511395E-1
3.879744354E1,4.043870270E-1
3.879997375E1,4.067798555E-1
3.880250891E1,3.828516304E-1
3.880504120E1,3.948157430E-1
3.880757479E1,3.948157430E-1
3.881010823E1,3.493520916E-1
3.881264287E1,3.493520916E-1
3.881517594E1,3.565305769E-1
3.881770693E1,4.139583111E-1
3.882023922E1,3.637090325E-1
3.882276813E1,3.804588020E-1
3.882530563E1,3.445664644E-1
3.882783844E1,3.326023519E-1
3.883037177E1,3.804588020E-1
3.883291578E1,3.613162339E-1
3.883543740E1,3.900300860E-1
3.883797151E1,3.828516304E-1
3.884050276E1,3.684946895E-1
3.884303610E1,3.756731451E-1
3.884556943E1,3.493520916E-1
3.884810146E1,3.804588020E-1
3.885063844E1,3.661018610E-1
3.885317151E1,3.756731451E-1
3.885570094E1,3.589234054E-1
3.885823401E1,3.948157430E-1
3.886078766E1,3.924229145E-1
3.886334828E1,3.684946895E-1
3.886584469E1,3.804588020E-1
3.886841151E1,3.852444589E-1
3.887091240E1,3.517449200E-1
3.887348047E1,3.637090325E-1
3.887597839E1,3.661018610E-1
3.887850901E1,4.019941986E-1
3.888107651E1,4.043870270E-1
3.888357495E1,3.732803464E-1
3.888610990E1,3.756731451E-1
3.888867641E1,3.852444589E-1
3.889117516E1,3.900300860E-1
3.889374089E1,3.996013701E-1
3.889624438E1,3.804588020E-1
3.889877526E1,3.804588020E-1
3.890128115E1,3.637090325E-1
3.890383979E1,3.613162339E-1
3.890640208E1,3.804588020E-1
3.890890787E1,3.517449200E-1
3.891143906E1,3.637090325E-1
3.891395860E1,3.876372576E-1
3.891653677E1,3.708875179E-1
3.891907620E1,3.469592929E-1
3.892156984E1,3.732803464E-1
3.892410458E1,3.828516304E-1
3.892663531E1,3.373879790E-1
3.892917000E1,3.589234054E-1
3.893173266E1,4.283152521E-1
3.893424563E1,3.876372576E-1
3.893675630E1,3.876372576E-1
3.893928630E1,3.948157430E-1
3.894181912E1,3.900300860E-1
3.894435349E1,3.661018610E-1
3.894688500E1,3.708875179E-1
3.894941912E1,3.924229145E-1
3.895195141E1,3.876372576E-1
3.895450156E1,3.637090325E-1
3.895701807E1,3.876372576E-1
3.895954985E1,3.780659735E-1
3.896208031E1,3.804588020E-1
3.896461573E1,3.924229145E-1
3.896718490E1,4.307080805E-1
3.896968526E1,4.067798555E-1
3.897221417E1,3.804588020E-1
3.897476667E1,3.804588020E-1
3.897728057E1,3.900300860E-1
3.897981391E1,3.876372576E-1
3.898235141E1,3.804588020E-1
3.898488005E1,3.732803464E-1
3.898741927E1,3.589234054E-1
3.898994584E1,3.780659735E-1
3.899247813E1,4.067798555E-1
3.899504443E1,3.684946895E-1
3.899754636E1,3.732803464E-1
3.900007891E1,4.187439680E-1
3.900261224E1,4.211367965E-1
3.900514453E1,3.948157430E-1
3.900768073E1,3.756731451E-1
3.901021042E1,3.852444589E-1
3.901275078E1,3.565305769E-1
3.901528047E1,3.972085714E-1
3.901781094E1,4.235295951E-1
3.902034271E1,3.972085714E-1
3.902287578E1,3.565305769E-1
3.902540912E1,3.780659735E-1
3.902794323E1,3.804588020E-1
3.903047422E1,3.852444589E-1
3.903300807E1,3.732803464E-1
3.903554505E1,4.019941986E-1
3.903807370E1,3.804588020E-1
3.904062511E1,3.948157430E-1
3.904318636E1,3.756731451E-1
3.904571521E1,3.780659735E-1
3.904821750E1,3.445664644E-1
3.905074099E1,3.541377485E-1
3.905329682E1,3.541377485E-1
3.905584771E1,3.517449200E-1
3.905838261E1,3.900300860E-1
3.906088349E1,4.259224236E-1
3.906341755E1,4.043870270E-1
3.906594891E1,3.900300860E-1
3.906851526E1,3.876372576E-1
3.907104745E1,3.756731451E-1
3.907358224E1,3.684946895E-1
3.907608500E1,3.876372576E-1
3.907861208E1,4.091726840E-1
3.908114823E1,3.756731451E-1
3.908371136E1,3.589234054E-1
3.908621146E1,3.661018610E-1
3.908877813E1,3.900300860E-1
3.909128078E1,3.780659735E-1
3.909384849E1,3.804588020E-1
3.909634943E1,4.019941986E-1
3.909891328E1,3.661018610E-1
3.910140474E1,3.876372576E-1
3.910394370E1,3.589234054E-1
3.910647526E1,3.780659735E-1
3.910904287E1,3.661018610E-1
3.911154365E1,3.445664644E-1
3.911406547E1,3.565305769E-1
3.911663974E1,3.780659735E-1
3.911913063E1,4.043870270E-1
3.912165953E1,3.852444589E-1
3.912419235E1,3.732803464E-1
3.912672620E1,3.589234054E-1
3.912926526E1,4.115654826E-1
3.913179287E1,3.637090325E-1
3.913433307E1,3.948157430E-1
3.913686266E1,3.852444589E-1
3.913939130E1,3.828516304E-1
3.914192464E1,4.235295951E-1
3.914446526E1,3.756731451E-1
3.914699052E1,3.780659735E-1
3.914952490E1,3.708875179E-1
3.915205641E1,3.421736360E-1
3.915461334E1,3.876372576E-1
3.915712568E1,4.019941986E-1
3.915966136E1,3.852444589E-1
3.916218740E1,3.828516304E-1
3.916472516E1,3.732803464E-1
3.916728542E1,3.924229145E-1
3.916978630E1,4.307080805E-1
3.917232068E1,3.780659735E-1
3.917488755E1,3.732803464E-1
3.917738813E1,4.019941986E-1
3.917991807E1,3.972085714E-1
3.918246000E1,3.421736360E-1
3.918498630E1,3.589234054E-1
3.918752224E1,3.900300860E-1
3.919005011E1,3.708875179E-1
3.919258995E1,3.589234054E-1
3.919513318E1,3.876372576E-1
3.919765167E1,3.589234054E-1
3.920018188E1,3.637090325E-1
3.920271495E1,3.661018610E-1
3.920524776E1,3.876372576E-1
3.920778110E1,3.397808075E-1
3.921031261E1,3.373879790E-1
3.921284672E1,3.828516304E-1
3.921538005E1,3.996013701E-1
3.921791469E1,3.804588020E-1
3.922049729E1,3.996013701E-1
3.922299276E1,3.972085714E-1
3.922552584E1,4.067798555E-1
3.922807990E1,3.876372576E-1
3.923059120E1,3.565305769E-1
3.923315828E1,3.780659735E-1
3.923568068E1,3.589234054E-1
3.923819365E1,3.708875179E-1
3.924071906E1,4.067798555E-1
3.924325521E1,3.637090325E-1
3.924578745E1,3.900300860E-1
3.924834886E1,3.876372576E-1
3.925084334E1,3.828516304E-1
3.925340490E1,3.852444589E-1
3.925594938E1,3.756731451E-1
3.925845677E1,3.780659735E-1
3.926098698E1,3.517449200E-1
3.926351688E1,3.924229145E-1
3.926605141E1,4.331009090E-1
3.926861781E1,3.589234054E-1
3.927111896E1,3.589234054E-1
3.927368417E1,3.804588020E-1
3.927621734E1,3.780659735E-1
3.927872094E1,3.565305769E-1
3.928124912E1,3.565305769E-1
3.928378084E1,3.756731451E-1
3.928631615E1,3.924229145E-1
3.928887985E1,3.780659735E-1
3.929138177E1,3.684946895E-1
3.929393307E1,3.948157430E-1
3.929648334E1,3.661018610E-1
3.929896641E1,3.469592929E-1
3.930152906E1,3.637090325E-1
3.930403229E1,3.732803464E-1
3.930656511E1,4.211367965E-1
3.930909688E1,4.115654826E-1
3.931162995E1,3.996013701E-1
3.931416302E1,3.924229145E-1
3.931670234E1,4.067798555E-1
3.931923255E1,3.996013701E-1
3.932176172E1,3.637090325E-1
3.932429427E1,3.421736360E-1
3.932682761E1,3.493520916E-1
3.932936563E1,3.756731451E-1
3.933189584E1,3.637090325E-1
3.933446766E1,3.565305769E-1
3.933696094E1,3.661018610E-1
3.933949740E1,4.091726840E-1
3.934202787E1,3.852444589E-1
3.934456016E1,3.876372576E-1
3.934709349E1,3.924229145E-1
3.934962646E1,3.876372576E-1
3.935215537E1,3.661018610E-1
3.935469990E1,3.637090325E-1
3.935722568E1,3.780659735E-1
3.935976031E1,3.684946895E-1
3.936229026E1,3.996013701E-1
3.936482386E1,3.924229145E-1
3.936735531E1,3.756731451E-1
3.936989000E1,3.732803464E-1
3.937242958E1,3.708875179E-1
3.937497156E1,3.780659735E-1
3.937748974E1,3.708875179E-1
3.938002490E1,3.230310678E-1
3.938255406E1,3.565305769E-1
3.938508870E1,4.187439680E-1
3.938762047E1,3.972085714E-1
3.939015276E1,3.804588020E-1
3.939268531E1,3.924229145E-1
3.939521865E1,4.019941986E-1
3.939775172E1,3.493520916E-1
3.940029662E1,3.565305769E-1
3.940284084E1,4.091726840E-1
3.940536307E1,3.852444589E-1
3.940792016E1,3.948157430E-1
3.941042797E1,4.019941986E-1
3.941299636E1,3.541377485E-1
3.941552432E1,3.708875179E-1
3.941803031E1,3.804588020E-1
3.942056406E1,3.924229145E-1
3.942309339E1,4.067798555E-1
3.942562656E1,3.924229145E-1
3.942818448E1,3.900300860E-1
3.943069146E1,3.708875179E-1
3.943326000E1,3.732803464E-1
3.943575818E1,3.684946895E-1
3.943829047E1,3.948157430E-1
3.944082557E1,3.517449200E-1
3.944335615E1,3.469592929E-1
3.944588995E1,3.732803464E-1
3.944845234E1,4.043870270E-1
3.945094500E1,3.924229145E-1
3.945346886E1,3.637090325E-1
3.945602313E1,3.565305769E-1
3.945858807E1,3.732803464E-1
3.946109287E1,3.541377485E-1
3.946362255E1,4.043870270E-1
3.946615646E1,3.637090325E-1
3.946871964E1,3.541377485E-1
3.947125386E1,4.283152521E-1
3.947378792E1,3.732803464E-1
3.947631906E1,3.637090325E-1
3.947880594E1,3.373879790E-1
3.948134005E1,3.756731451E-1
3.948387052E1,3.732803464E-1
3.948640334E1,3.756731451E-1
3.948893641E1,3.637090325E-1
3.949146870E1,3.804588020E-1
3.949400229E1,4.283152521E-1
3.949653537E1,4.043870270E-1
3.949906818E1,3.852444589E-1
3.950162307E1,3.972085714E-1
3.950414188E1,3.900300860E-1
3.950666740E1,3.613162339E-1
3.950919761E1,4.187439680E-1
3.951173250E1,4.163511395E-1
3.951428406E1,3.661018610E-1
3.951679943E1,3.517449200E-1
3.951933172E1,3.637090325E-1
3.952186740E1,3.589234054E-1
3.952439761E1,4.187439680E-1
3.952693047E1,3.948157430E-1
3.952946479E1,3.756731451E-1
3.953199839E1,3.876372576E-1
3.953453464E1,4.091726840E-1
3.953706453E1,3.828516304E-1
3.953959682E1,3.780659735E-1
3.954214162E1,4.235295951E-1
3.954466323E1,4.043870270E-1
3.954723037E1,3.876372576E-1
3.954972834E1,3.852444589E-1
3.955227104E1,3.996013701E-1
3.955480807E1,3.996013701E-1
3.955732886E1,3.661018610E-1
3.955986063E1,3.565305769E-1
3.956239604E1,3.708875179E-1
3.956492729E1,3.589234054E-1
3.956745990E1,3.732803464E-1
3.956999266E1,3.996013701E-1
3.957252599E1,3.613162339E-1
3.957508521E1,3.637090325E-1
3.957759136E1,3.780659735E-1
3.958015568E1,3.684946895E-1
3.958267078E1,3.517449200E-1
3.958520958E1,3.852444589E-1
3.958776510E1,3.804588020E-1
3.959026860E1,3.924229145E-1
3.959280323E1,4.381856322E-1
3.959535604E1,3.996013701E-1
3.959786964E1,3.684946895E-1
3.960039985E1,3.948157430E-1
3.960293313E1,3.589234054E-1
3.960546490E1,3.469592929E-1
3.960802406E1,3.828516304E-1
3.961053198E1,3.613162339E-1
3.961310120E1,3.684946895E-1
3.961563198E1,4.259224236E-1
3.961813276E1,4.091726840E-1
3.962066578E1,3.756731451E-1
3.962319834E1,3.948157430E-1
3.962576438E1,3.565305769E-1
3.962829255E1,3.684946895E-1
3.963079412E1,3.756731451E-1
3.963336401E1,3.565305769E-1
3.963588766E1,3.565305769E-1
3.963839610E1,3.493520916E-1
3.964096589E1,3.876372576E-1
3.964346271E1,3.828516304E-1
3.964602917E1,3.756731451E-1
3.964856037E1,3.684946895E-1
3.965106974E1,3.804588020E-1
3.965358453E1,3.421736360E-1
3.965615412E1,3.541377485E-1
3.965864615E1,3.948157430E-1
3.966117714E1,3.756731451E-1
3.966371177E1,3.732803464E-1
3.966624276E1,3.684946895E-1
3.966877557E1,3.756731451E-1
3.967130865E1,3.828516304E-1
3.967384485E1,4.091726840E-1
3.967637505E1,3.876372576E-1
3.967890917E1,3.900300860E-1
3.968144198E1,3.852444589E-1
3.968397584E1,3.828516304E-1
3.968650787E1,4.235295951E-1
3.968904719E1,3.637090325E-1
3.969157271E1,3.541377485E-1
3.969411177E1,3.732803464E-1
3.969663964E1,3.948157430E-1
3.969917141E1,3.804588020E-1
3.970173443E1,3.900300860E-1
3.970423990E1,3.852444589E-1
3.970676932E1,3.996013701E-1
3.970930266E1,3.445664644E-1
3.971183625E1,3.756731451E-1
3.971439537E1,3.397808075E-1
3.971690292E1,3.445664644E-1
3.971943547E1,3.373879790E-1
3.972196724E1,3.230310678E-1
3.972450396E1,3.589234054E-1
3.972704068E1,3.661018610E-1
3.972956828E1,3.469592929E-1
3.973210318E1,3.828516304E-1
3.973465875E1,3.541377485E-1
3.973716828E1,3.517449200E-1
3.973970057E1,3.780659735E-1
3.974223313E1,3.972085714E-1
3.974477063E1,3.661018610E-1
3.974732479E1,4.019941986E-1
3.974983182E1,4.163511395E-1
3.975236412E1,3.756731451E-1
3.975493427E1,3.613162339E-1
3.975743156E1,3.732803464E-1
3.975998422E1,3.732803464E-1
3.976253344E1,3.302095234E-1
3.976504209E1,3.876372576E-1
3.976759703E1,4.187439680E-1
3.977010938E1,4.043870270E-1
3.977263984E1,4.283152521E-1
3.977518193E1,3.661018610E-1
3.977770901E1,3.613162339E-1
3.978024250E1,3.876372576E-1
3.978277578E1,4.019941986E-1
3.978529578E1,3.804588020E-1
3.978787271E1,4.235295951E-1
3.979037344E1,3.876372576E-1
3.979290349E1,3.732803464E-1
3.979546672E1,3.852444589E-1
3.979797328E1,4.091726840E-1
3.980050386E1,4.259224236E-1
3.980303432E1,3.708875179E-1
3.980557287E1,3.972085714E-1
3.980813203E1,4.115654826E-1
3.981063422E1,3.804588020E-1
3.981320167E1,4.163511395E-1
3.981572427E1,4.139583111E-1
3.981823370E1,3.732803464E-1
3.982076922E1,3.589234054E-1
3.982330302E1,3.804588020E-1
3.982583938E1,3.972085714E-1
3.982839500E1,3.852444589E-1
3.983090271E1,3.996013701E-1
3.983343078E1,3.661018610E-1
3.983600136E1,3.756731451E-1
3.983849302E1,3.613162339E-1
3.984101646E1,3.876372576E-1
3.984354849E1,3.780659735E-1
3.984608495E1,3.732803464E-1
3.984861464E1,3.972085714E-1
3.985114828E1,3.373879790E-1
3.985368130E1,3.637090325E-1
3.985621386E1,3.804588020E-1
3.985874719E1,4.067798555E-1
3.986128078E1,3.924229145E-1
3.986381750E1,3.828516304E-1
3.986634927E1,3.876372576E-1
3.986888026E1,3.852444589E-1
3.987141334E1,4.187439680E-1
3.987395474E1,3.996013701E-1
3.987648026E1,3.852444589E-1
3.987901255E1,3.732803464E-1
3.988154484E1,3.397808075E-1
3.988407792E1,3.613162339E-1
3.988661412E1,3.708875179E-1
3.988914469E1,3.684946895E-1
3.989167646E1,3.565305769E-1
3.989422099E1,3.804588020E-1
3.989674417E1,4.019941986E-1
3.989927516E1,3.900300860E-1
3.990182995E1,3.948157430E-1
3.990434208E1,3.637090325E-1
3.990688089E1,4.163511395E-1
3.990940745E1,3.684946895E-1
3.991194807E1,3.206382394E-1
3.991450240E1,3.589234054E-1
3.991700745E1,3.900300860E-1
3.991954026E1,3.948157430E-1
3.992207229E1,4.067798555E-1
3.992460615E1,3.924229145E-1
3.992717740E1,3.876372576E-1
3.992967229E1,3.900300860E-1
3.993220406E1,4.115654826E-1
3.993474386E1,3.780659735E-1
3.993727021E1,3.684946895E-1
3.993981797E1,3.565305769E-1
3.994235438E1,3.684946895E-1
3.994488865E1,4.115654826E-1
3.994742057E1,3.517449200E-1
3.994994917E1,3.684946895E-1
3.995250516E1,3.780659735E-1
3.995502443E1,4.019941986E-1
3.995754438E1,3.972085714E-1
3.996007948E1,3.565305769E-1
3.996261344E1,3.972085714E-1
3.996517469E1,4.019941986E-1
3.996770469E1,3.589234054E-1
3.997021000E1,3.948157430E-1
3.997274563E1,3.852444589E-1
3.997530526E1,3.756731451E-1
3.997780922E1,3.900300860E-1
3.998034469E1,3.828516304E-1
3.998287594E1,3.828516304E-1
3.998543084E1,3.900300860E-1
3.998796870E1,3.948157430E-1
3.999047573E1,3.613162339E-1
3.999304302E1,3.924229145E-1
3.999557182E1,3.852444589E-1
3.999807302E1,3.876372576E-1
4.000060479E1,3.637090325E-1
4.000314089E1,3.756731451E-1
4.000567339E1,3.565305769E-1
4.000823802E1,3.756731451E-1
4.001073755E1,3.972085714E-1
4.001330636E1,3.589234054E-1
4.001580912E1,3.684946895E-1
4.001835281E1,3.302095234E-1
4.002085672E1,3.828516304E-1
4.002338823E1,3.876372576E-1
4.002592182E1,3.804588020E-1
4.002845802E1,4.405784607E-1
4.003098719E1,3.876372576E-1
4.003352000E1,3.589234054E-1
4.003605386E1,3.732803464E-1
4.003858563E1,3.661018610E-1
4.004112651E1,3.349951804E-1
4.004365229E1,3.684946895E-1
4.004618510E1,3.828516304E-1
4.004872182E1,3.780659735E-1
4.005125516E1,3.996013701E-1
4.005378432E1,3.541377485E-1
4.005631766E1,3.637090325E-1
4.005885073E1,3.996013701E-1
4.006138510E1,3.852444589E-1
4.006391766E1,3.469592929E-1
4.006645151E1,3.661018610E-1
4.006899990E1,3.661018610E-1
4.007151604E1,4.163511395E-1
4.007404938E1,3.948157430E-1
4.007658349E1,3.589234054E-1
4.007912360E1,3.996013701E-1
4.008164781E1,3.661018610E-1
4.008417984E1,3.541377485E-1
4.008671396E1,3.852444589E-1
4.008925458E1,3.972085714E-1
4.009178141E1,3.876372576E-1
4.009431557E1,4.043870270E-1
4.009684573E1,3.732803464E-1
4.009937828E1,3.780659735E-1
4.010194250E1,3.493520916E-1
4.010444599E1,3.900300860E-1
4.010697860E1,3.852444589E-1
4.010951318E1,3.804588020E-1
4.011204391E1,3.780659735E-1
4.011462010E1,3.445664644E-1
4.011711839E1,3.613162339E-1
4.011965927E1,3.756731451E-1
4.012220360E1,3.613162339E-1
4.012474443E1,3.565305769E-1
4.012730318E1,4.067798555E-1
4.012979026E1,4.187439680E-1
4.013232214E1,3.613162339E-1
4.013485630E1,3.708875179E-1
4.013738734E1,3.996013701E-1
4.013992010E1,3.972085714E-1
4.014248495E1,3.972085714E-1
4.014498417E1,3.445664644E-1
4.014753182E1,3.349951804E-1
4.015005537E1,3.924229145E-1
4.015258537E1,3.948157430E-1
4.015510604E1,3.661018610E-1
4.015764839E1,4.019941986E-1
4.016018094E1,3.613162339E-1
4.016271761E1,3.948157430E-1
4.016528484E1,3.780659735E-1
4.016780672E1,3.397808075E-1
4.017031818E1,3.589234054E-1
4.017284901E1,3.756731451E-1
4.017540495E1,3.421736360E-1
4.017791125E1,3.876372576E-1
4.018048000E1,4.043870270E-1
4.018296438E1,3.828516304E-1
