"t (s)","a (m/s²)",vx
0.052577255,-0.004366740584,-0.00011479561660190848
0.057646786,0.1834462285,0.00033912889112523405
0.062720849,0.1150021851,0.0010963019175534619
0.067850536,0.008881956339,0.0014140453524763622
0.072914234,-0.009031921625,0.0014136656630169683
0.077986578,0.08090934157,0.0015959591629137186
0.083037359,0.07944712043,0.00200092184866213
0.088110901,0.007241398096,0.0022208307684918496
0.093175224,0.04155161977,0.0023443825698009468
0.098234442,0.06692519784,0.0026187865039185615
0.103303245,0.02671837807,0.002856116923170229
0.10836413,0.04070585966,0.003026730079852325
0.113433661,0.05146259069,0.003260355487987968
0.118507463,0.04394939542,0.0035024062509624128
0.123568088,0.01679295301,0.0036561033744741977
0.128646526,0.01361045241,0.003733304279181365
0.133763713,0.01967716217,0.003818473753476258
0.138754599,0.03244632483,0.003948544944245999
0.143841265,-0.02160540223,0.0039761170204450245
0.148904026,0.009036272764,0.003944299771212818
0.15400663,0.0291364193,0.004041689836821085
0.159009182,-0.00195685029,0.004109673440476142
0.164067567,-0.02028769255,0.004053412709559286
0.169135797,0.0173368454,0.0040459349235337635
0.174296474,0.00513485074,0.004103919506244107
0.179241213,0.00718948245,0.0041343898117309
0.184301942,0.02549317479,0.0042170888473766635
0.189380328,0.02000167966,0.004332609063332122
0.194434755,0.01934406161,0.0044320441518371735
0.199500172,0.00938269496,0.004504800652379444
0.204569963,0.02075019479,0.0045811843790087145
0.209636786,0.03424546123,0.004720511006419827
0.214701161,0.0287565589,0.004880043934267761
0.219779026,0.009354412556,0.004976805118303972
0.224840015,0.04406514764,0.005111983021572369
0.22991387,-0.003833115101,0.005214048771301455
0.234973609,0.01973935962,0.0052542894941696155
0.240053817,0.0356413722,0.005394962312588525
0.245227932,0.001971244812,0.005492268315524048
0.250224078,-0.01448559761,0.005461006548686889
0.255317307,0.006931602955,0.0054417694363655435
0.260359234,0.032407552,0.005540942010127943
0.265424078,0.03640824556,0.005715212649816433
0.270488453,0.01929444075,0.005856262295807037
0.275567255,0.009479820728,0.005929331684178532
0.28061788,0.01165410876,0.005982701460488697
0.285683088,-0.002700299025,0.006005377914838796
0.290753817,-0.007428973913,0.00597969651582098
0.295818661,0.004479467869,0.005972227121826022
0.300881942,0.01151573658,0.0060127212292148905
0.30595012,-0.005137056112,0.006028885373223364
0.311023401,0.009140908718,0.006039041707899775
0.31608262,0.02071106434,0.006114555542541035
0.321146995,0.008550077677,0.006188650240592208
0.326231578,-0.005652248859,0.006196017366164664
0.331347255,0.008695781231,0.0062038022304417625
0.336329182,-0.0008477270603,0.006223351446926998
0.34139663,0.01086252928,0.006248726191666305
0.346478401,0.001229435205,0.006279450488892756
0.351598245,0.01532411575,0.006321826288160581
0.356561526,0.01976832747,0.006408913116499285
0.361624547,0.002926141024,0.006466364401783765
0.36669637,0.01459565759,0.006510798132389691
0.371761005,0.03333437443,0.0066321721912494976
0.376824286,0.01392883062,0.006751825635313883
0.381890172,0.02308523655,0.006845580157653664
0.386955953,-0.003303527832,0.006895685059739255
0.392023453,0.001436114311,0.006890953500730421
0.397099495,-0.01037356257,0.006868270069362666
0.402159442,-0.02207806706,0.006786168306366952
0.407263088,-0.00764003396,0.006710332972667792
0.412297672,0.01606443524,0.006731539650614726
0.417374651,0.001586765051,0.006776347037215826
0.422429026,-0.01733320951,0.006736552819609597
0.427571578,0.006555736065,0.006708840960799831
0.432608036,0.008810430765,0.006747536487729975
0.43767512,0.003990530968,0.006779968261920923
0.442743505,-0.0008210837841,0.006788000251203508
0.447835172,0.003838777542,0.006795682797065111
0.452881526,0.008544355631,0.0068269276338751616
0.457962099,-0.003373622894,0.00684006277644207
0.463007984,0.03213989735,0.006912638432833777
0.468081526,0.02705234289,0.007062795591299643
0.473144547,0.03623458743,0.007223007119917492
0.478217828,0.0144778192,0.007351646264427618
0.483274286,-0.02587765455,0.007322824870100522
0.488339651,0.00290414691,0.007264640269337079
0.493420536,0.009946376085,0.0072972862841008046
0.498467307,0.02870905399,0.007394828835848324
0.503566526,0.00709143281,0.007486106097098227
0.508620953,-0.01435017586,0.007467761703669236
0.513740797,0.03549066186,0.007521879698871328
0.518715224,-0.0003624558449,0.007609251047102866
0.523781578,-0.00744971633,0.007589461432229369
0.52886288,-0.01209709048,0.007539799817960735
0.533998036,0.01892924309,0.007557341902694813
0.538949338,0.01401779056,0.007638907259497471
0.544015745,0.01385399699,0.007709512169270388
0.549083349,0.02317845821,0.007803345078321057
0.554151109,0.03014078736,0.007938449648285969
0.55921387,-0.008089870214,0.00799426890995647
0.564278713,-0.008046150208,0.007953405704915359
0.569346109,0.006285816431,0.007948945550745242
0.574412203,-0.0127363801,0.007932605969795174
0.579488245,-0.003051608801,0.007892535722416669
0.584548713,-0.00305968523,0.007877072718475436
0.589630224,-0.03392094374,0.007783113982026449
0.594689859,-0.007530003786,0.007678250649583591
0.599781317,0.0186739862,0.007706620208790402
0.604935276,-0.005215317011,0.007741302923387736
0.609933661,-0.02652153373,0.007661986424042209
0.615000849,-0.02379351854,0.0075345085095012525
0.620065276,-0.006893783808,0.007456801708217064
0.625133297,0.002574175596,0.00744585577565197
0.63019887,0.0120690465,0.007482943930893221
0.63526564,-0.004693329334,0.007501629462125808
0.640331057,-0.02127271891,0.007435865031026818
0.64539939,0.01466321945,0.007419115458913519
0.650467932,-0.006765276194,0.007439130987466845
0.65554689,0.02186846733,0.007477485224189703
0.660601317,0.0145290792,0.007569469595147198
0.665665224,0.01918050647,0.007654820698567905
0.670739859,0.01186338067,0.00773358889667625
0.675792411,0.03074106574,0.007841219487135119
0.680874182,0.04941186309,0.0080448789017818
0.685937984,0.01091167331,0.008197612123916493
0.69099689,0.02034711838,0.008276679768333139
0.696043661,0.006003111601,0.00834317155658886
0.701115849,-0.001146495342,0.008355488391943612
0.70617913,0.01313772798,0.008385845882134896
0.711255328,-0.01788443327,0.008373798274185051
0.716273349,-0.03682154417,0.00823654040237533
0.721341838,-0.0008573830128,0.008141052788396419
0.726403713,0.006245791912,0.008154690514544738
0.731468765,-0.01283836365,0.008137994655211388
0.736533401,-0.005586117506,0.008091338009939388
0.741602359,-0.02690073848,0.008009000755666846
0.746669495,-0.01240187883,0.007909424902133984
0.751739338,0.006828635931,0.007895297168884586
0.756811995,-0.002708941698,0.007905746066779028
0.761877099,0.009264796972,0.007922349111164908
0.766934911,-0.01460388303,0.007908847064398315
0.772000588,0.009239792824,0.007895260690207085
0.777083245,-0.007502257824,0.007899676337422333
0.782255692,0.009208083153,0.007904087982975087
0.787280224,0.01389819384,0.007962137097051182
0.79231939,0.03517797589,0.008085788580008005
0.797389078,0.02064752579,0.008227297517988546
0.802455067,0.03470084071,0.00836749462591703
0.807533088,0.02962991595,0.008530831092549714
0.812586474,-0.003910601139,0.008595815905247462
0.817655015,-0.02049085498,0.008533976014848035
0.822721995,-0.008423745632,0.00846072116334354
0.827813765,0.01542338729,0.008478541446046017
0.832853974,0.01299250126,0.008550152454652371
0.837920015,0.02710962296,0.008651731957395178
0.842986213,-0.006404399872,0.008704180337294167
0.848059182,-0.00875723362,0.008665723088947029
0.853124234,0.0007872581482,0.008645538918845333
0.858181942,-0.01340189576,0.008613638342062182
0.863266838,-0.0369746089,0.008485558698542372
0.868327515,-0.005817860365,0.008377279266051075
0.87341038,0.02037188411,0.00841426733500239
0.878439182,0.01071569324,0.008492433970578807
0.883507724,0.02485182881,0.008582571710251981
0.88857439,-0.0181427598,0.008599568016174293
0.89369762,0.02003309131,0.008604410317725285
0.898664755,0.02458718419,0.008715227783798131
0.903729026,0.007824242115,0.008797297906950656
0.908795536,0.005399435759,0.008830796855043356
0.913858713,0.002948313951,0.00885192992221007
0.91892512,0.009964883327,0.008884641678750891
0.923992359,0.03598213196,0.009001053932648832
0.929066578,0.01200053096,0.009122791202578463
0.934126213,-0.01895728707,0.009105191879228152
0.939199338,-0.004524588585,0.009045628634012017
0.94426163,-0.03297191858,0.008950719499887357
0.94932913,-0.03510606289,0.008778226914337744
0.954407099,-0.01109161973,0.008660931714229644
0.95945913,-0.003853946924,0.008623178981205357
0.964532672,0.003378391266,0.008621972605403257
0.969627255,-0.003809958696,0.008620873277357142
0.974786734,0.01043537259,0.008637965119283343
0.979779755,0.005721122026,0.008678299977735381
0.984858661,0.02702537179,0.008761458159695902
0.989928713,0.003011375666,0.008837602095452295
0.994981265,0.002903819084,0.008852545509984546
1.000043765,0.01467189193,0.008897034028488734
1.00511064,0.0121434927,0.008964969129487299
1.010175432,-0.01169162989,0.008966113425059893
1.015240797,0.04073834419,0.00903967953005
1.020306265,-0.01421701908,0.009106850991881157
1.025375015,-0.03065654635,0.008993124549494502
1.030465849,0.00530025363,0.008928582210948036
1.035508245,-0.00428211689,0.008931149135260651
1.040583453,0.02422934771,0.008981767307978407
1.045649338,0.04072967172,0.00914630476905098
1.050714963,0.02383500338,0.009309834985202693
1.05575663,-0.01440268755,0.00933361228292954
1.06081913,-0.019017905,0.009249016408037354
1.065882151,0.009717732668,0.009225472924127088
1.070948036,0.02391421795,0.009310660721205321
1.075994182,0.03783673048,0.009466462871913446
1.081061474,-0.002896100283,0.009554990059849555
1.086119599,-0.005382031202,0.009534054147940773
1.091194859,0.01601198316,0.00956102903292795
1.096254755,0.03253149986,0.00968384152070743
1.101313609,0.008370488882,0.009787300115385143
1.106380328,0.01064565778,0.009835474851184713
1.111446422,-0.01307010651,0.009829333608602536
1.116513922,-0.005818665028,0.009781474183718128
1.121593088,0.01552399993,0.009806121687244552
1.126645953,-0.00601297617,0.009830150646780089
1.131710745,-0.008316934109,0.00979386163930919
1.136816682,-0.01060155034,0.009745563344443152
1.141865953,-0.01287013292,0.009686305899640202
1.146979234,0.006207734346,0.009669272541618772
1.152035484,0.001423567533,0.009688565426681619
1.157102672,0.01088047028,0.009719738863060408
1.162167307,-0.01062622666,0.009720382688628596
1.167272411,-0.01759299636,0.009648351654470451
1.172299442,0.01118192077,0.009632237316603313
1.177364026,0.006361871958,0.009676663322578086
1.182431526,0.006324768066,0.009708808096738896
1.187521838,0.02049452066,0.009777067370355608
1.192579495,0.006094694138,0.00984430693452941
1.197623765,-0.02476486564,0.009797218241528212
1.202698765,0.008616179228,0.009756240949757761
1.207756265,-0.01291802526,0.00974536265660434
1.21284064,-0.003292292356,0.009704152989789916
1.217895067,0.01565694809,0.009735401114683729
1.222982047,0.02980405092,0.009851030711055673
1.228042724,0.01759818196,0.009970974405897906
1.233080953,-0.01583367586,0.009975419398799753
1.238141109,-0.00612616539,0.009919859287569634
1.243227567,-0.01323524117,0.009870618796925454
1.248277359,0.003522455692,0.009846095023723194
1.25336189,-0.006042569876,0.009839688224377151
1.258370328,-0.02497252822,0.009762019626438285
1.26347413,-0.008169293404,0.009677444978694176
1.268503817,0.02506864071,0.009719944192420914
1.273568088,0.003449290991,0.00979215545966759
1.278636838,-0.003632515669,0.009791691099624283
1.283703765,0.00116750598,0.009785446087550055
1.288769078,0.008305847645,0.00980943883818521
1.293835067,0.003553509712,0.009839478525144026
1.29891314,-0.02269551158,0.009790876283718105
1.303971005,-0.01773667336,0.00968862601717733
1.30904538,0.01801633835,0.009689335579694147
1.314108713,-0.003596276045,0.009725842368359626
1.319178713,0.005847483873,0.009731549180203606
1.324298297,0.03664982319,0.009840333446845017
1.329355849,0.01973429322,0.009982916247203832
1.334422047,0.02429029346,0.010094434883698352
1.339489286,-0.009203016758,0.010132660302152438
1.344553557,-0.02104020119,0.010056080376352071
1.349619338,0.0005308389664,0.01000413240761486
1.354686526,-0.0185661912,0.009958438147407921
1.359752724,-0.004194438457,0.009900783219184405
1.36481887,0.007791727781,0.009909895415644219
1.369886005,0.01254862547,0.009961429073579471
1.374952932,0.00781583786,0.010013021698123115
1.380019338,0.00312525034,0.01004073769557462
1.385090172,0.003062963486,0.010056427398108695
1.390156265,0.01730933785,0.010108031384704794
