true,highpass,lowpass,high_low
0.00146484375,0.00146484375,0.0,0.0013316761363636363
0.00146484375,0.001343782283057851,0.0,0.0012216202573253191
0.0,0.0011105638702957447,-0.001220703125,0.0008986305070870405
0.0,0.0008169368246245823,-0.0010172526041666667,0.000650192331098105
0.00201416015625,0.0007741894061119136,0.0008307562934027778,0.0007793318504110831
0.00201416015625,0.0008915889691237119,0.0006922969111689816,0.0008734715093096455
0.00201416015625,0.000977170477213314,0.0005769140926408181,0.000940783533161269
0.00201416015625,0.0010383632261693355,0.0004807617438673485,0.0009876721823237004
0.00201416015625,0.001080989270862455,0.00040063478655612375,0.0010191388631982429
0.002197265625,0.0011262412960893118,0.000486450212755103,0.0010680784703316563
-0.0010986328125,0.0008711047173469602,-0.0023412068539540812,0.0005790763926832291
-0.0010986328125,0.0004265573740302082,-0.0019510057116284012,0.000210415275333971
-0.0010986328125,9.14109037127009e-05,-0.0016258380930236677,-6.470264144515078e-05
-0.0010986328125,-0.000158696293359228,-0.0013548650775197233,-0.0002674389101010912
-0.0010986328125,-0.0003430019921373557,-0.0011290542312664363,-0.0004144612866036357
0.00201416015625,-0.00019367751907148697,0.0016531156145696362,-2.578723419502122e-05
0.00201416015625,0.00015966252857270799,0.0013775963454746968,0.00027038378465470695
0.00201416015625,0.0004289089093451881,0.0011479969545622473,0.0004942805498194662
0.00201416015625,0.0006324514231313328,0.0009566641288018726,0.0006619253054650182
0.00018310546875,0.0006183962294000166,-0.0007286587989151061,0.000495936681371369
0.00018310546875,0.00046749748022397185,-0.0006072156657625884,0.00036979628513428455
0.0,0.00033617844103116777,-0.0006586009454271571,0.00024574395135313823
0.0,0.00022340359213921657,-0.0005488341211892976,0.00015320016365480616
-0.0003662109375,0.00010598097264073286,-0.000762537548907748,2.7024743409052773e-05
-0.0003662109375,-8.72395485540657e-06,-0.0006354479574231233,-6.569886417974447e-05
-0.0003662109375,-9.301814357249497e-05,-0.0005295399645192695,-0.00013270194547674718
-0.0003662109375,-0.00015393003566067926,-0.0004412833037660579,-0.0001800530600338955
0.00311279296875,0.00011929657894645866,0.002531433835403285,0.0003385817840788974
0.00311279296875,0.0005907828008671794,0.0021095281961694043,0.0007288505640764726
0.00238037109375,0.0008789887940467932,0.001147588600974504,0.0009034069583129487
0.00238037109375,0.0010376764251708625,0.0009563238341454203,0.0010302807350776404
0.00164794921875,0.0010864324154114913,0.0001865849659545171,0.0010046281018244935
0.00164794921875,0.0010631118397268122,0.0001554874716287643,0.0009806005335360806
0.00164794921875,0.0010412685958282551,0.00012957289302397036,0.0009583871683005929
0.00164794921875,0.001021074627432357,0.00010797741085330869,0.0009380657895615344
0.00421142578125,0.0012356439706241221,0.0022262116444610905,0.0013256955773365737
0.00421142578125,0.0015880346867832489,0.0018551763703842424,0.001612320294383339
0.00421142578125,0.0018486026113712173,0.0015459803086535354,0.001821091492942337
0.00421142578125,0.0020383946100612153,0.0012883169238779464,0.0019702057294991
